100000 99999
979 3310 6
979 7706 10
979 19240 9
979 70463 8
979 90197 7
980 5533 10
981 1891 2
981 3345 7
981 9422 4
981 14728 4
981 23978 5
981 32828 5
982 1266 7
982 2590 3
982 3832 10
982 29017 8
983 1105 2
983 4417 10
983 10306 2
983 19073 5
983 50811 4
984 1442 8
984 1661 2
984 1778 3
984 6735 4
984 6830 10
984 7374 1
984 10752 2
985 1604 6
985 2868 8
985 5330 7
985 6179 8
985 10551 3
986 6413 8
986 16855 1
986 17727 6
986 18191 2
987 3143 7
987 29070 4
988 2398 2
988 7276 9
988 10237 5
988 11888 4
988 98697 9
989 1410 2
989 2777 8
989 2780 8
989 3968 2
989 6046 8
989 7878 6
989 8585 2
989 9408 9
991 3414 9
991 7347 10
991 13710 1
991 20143 7
992 3231 6
992 44673 8
993 1470 8
993 2148 3
993 13579 8
993 14270 10
993 60790 8
994 2526 2
994 8205 6
994 8707 2
994 28770 1
994 67495 9
994 85091 6
995 21613 2
995 22102 6
995 24090 5
995 25659 10
996 2704 4
996 20884 4
996 29338 2
997 1253 5
997 1956 3
997 3667 8
997 8235 8
997 18370 2
997 22537 4
997 46756 9
998 6007 5
998 7177 1
998 15121 9
998 72666 7
999 1128 4
999 6377 4
999 15759 7
999 30504 1
999 52240 4
1000 1027 2
1000 3164 2
1000 21096 5
1000 85582 4
1001 2377 3
1001 4787 3
1002 2179 8
1002 3692 6
1002 5209 1
1002 22501 9
1002 90981 10
1003 1636 2
1003 2080 6
1003 3775 2
1003 4103 9
1003 4280 4
1003 39212 10
1003 68017 3
1004 1481 10
1004 48957 9
1005 1186 2
1005 2363 2
1005 8193 1
1006 13243 8
1006 21581 3
1006 78738 6
1007 1697 9
1007 7703 3
1007 29745 5
1007 36992 9
1007 58315 6
1007 70427 2
1008 1787 8
1008 2411 5
1008 3299 2
1008 80752 9
1009 1034 2
1009 9582 2
1009 23076 7
1009 29154 2
1009 39892 2
1009 50388 8
1009 76102 3
1009 91186 6
1010 2553 7
1010 3247 8
1010 11723 5
1010 29229 2
1010 85688 7
1011 1347 1
1011 3559 2
1011 3732 9
1011 9385 2
1011 30330 9
1011 37273 1
1011 39885 4
1012 1478 3
1012 2793 10
1012 22345 8
1013 1325 1
1013 1854 8
1013 6707 4
1013 8296 8
1013 10952 2
1013 30102 7
1014 2320 10
1014 3162 10
1014 6616 4
1014 29916 10
1015 3886 2
1015 4523 5
1015 15649 7
1015 44264 4
1015 63888 3
1017 3213 6
1017 3821 8
1017 4843 6
1017 5261 3
1017 12220 4
1017 23840 5
1017 77027 8
1018 3244 1
1018 23329 8
1018 65756 8
1020 1152 8
1020 3926 4
1020 9070 8
1020 38864 1
1020 95983 5
1021 4433 5
1021 5483 7
1021 33066 8
1021 63187 2
1021 75528 8
1022 17525 7
1022 39652 1
1022 55591 8
1022 61363 10
1022 89178 1
1023 2873 8
1023 3442 8
1023 71387 4
1023 90315 5
1024 1541 2
1024 9800 8
1024 29208 5
1025 1760 10
1025 2114 3
1025 6693 5
1025 15874 10
1025 17992 9
1025 64754 1
1025 78010 10
1026 10845 6
1026 11217 9
1026 25582 3
1026 32045 5
1026 43694 8
1026 90084 1
1027 3088 3
1027 8144 1
1028 3455 1
1028 45353 4
1028 92543 8
1029 1250 8
1029 98722 5
1030 1037 2
1030 1071 1
1030 1466 9
1030 42965 10
1030 63390 4
1030 86091 6
1031 5503 8
1031 9149 9
1031 37531 2
1031 46660 9
1031 58788 5
1032 2147 5
1032 2404 2
1032 3371 7
1032 8232 9
1032 35065 1
1032 44038 9
1033 1039 6
1033 1495 2
1033 1662 8
1033 4315 6
1033 5966 7
1033 9956 3
1033 43033 2
1034 1106 1
1034 13728 10
1034 19884 7
1034 27734 1
1034 31278 1
1034 76031 5
1035 1544 8
1035 2642 4
1035 15935 10
1035 27839 6
1036 2083 3
1036 2142 10
1036 4989 6
1036 6300 9
1036 6825 7
1036 17994 8
1037 2741 3
1037 10468 7
1037 27275 9
1037 30088 9
1038 3431 8
1038 7202 6
1038 13484 3
1038 18102 5
1038 23643 6
1038 37842 5
1038 72090 3
1039 1149 6
1039 1412 8
1039 1754 3
1039 2841 4
1039 5731 1
1039 6124 8
1039 10724 10
1039 16153 9
1039 26423 8
1040 2352 4
1040 12492 9
1040 12493 5
1040 48563 8
1041 14258 2
1041 16345 10
1041 18178 2
1041 31057 8
1041 90843 2
1042 1403 2
1042 3284 2
1042 5696 5
1042 6648 3
1042 9887 3
1042 13482 10
1042 70442 3
1043 1151 8
1043 3542 10
1043 12815 9
1043 81620 6
1044 5237 9
1044 5968 5
1044 15544 5
1045 1625 6
1045 1938 2
1045 2539 10
1045 17544 9
1045 27322 10
1045 48299 10
1046 3467 10
1046 4693 4
1046 56865 4
1047 1408 10
1047 1565 6
1047 3651 1
1048 1794 6
1048 1846 1
1048 4698 7
1048 6898 9
1048 78026 8
1048 79846 3
1049 4096 9
1049 6186 9
1049 18173 6
1049 80809 6
1050 1190 6
1050 2752 10
1050 3952 1
1050 15613 2
1051 8047 7
1051 8830 6
1051 13809 7
1051 92868 10
1052 1307 5
1052 3225 1
1052 6205 5
1052 10249 1
1052 22574 10
1052 97118 5
1053 1645 6
1053 6214 3
1053 8915 6
1053 50801 3
1053 50859 3
1054 5981 10
1054 19902 10
1054 21115 2
1054 21749 6
1054 50636 7
1055 1070 3
1055 2464 2
1055 6994 9
1055 99440 3
1056 3160 2
1056 3595 9
1056 4520 6
1056 73194 6
1056 80778 4
1057 1867 8
1057 2685 2
1059 1767 2
1059 2371 7
1059 8869 6
1059 17702 8
1059 19283 1
1059 30477 2
1059 42911 4
1059 74072 1
1059 99224 9
1060 1640 10
1060 1781 10
1060 1995 3
1060 2699 1
1060 31616 2
1060 82989 7
1061 1588 9
1061 2445 1
1061 2931 5
1061 8461 5
1061 16402 8
1061 73449 10
1062 2139 1
1062 7618 5
1062 12583 4
1062 21393 10
1062 79020 7
1063 2381 5
1063 6925 2
1063 10944 5
1063 33022 5
1064 1725 1
1064 2278 2
1064 4614 10
1064 9531 8
1064 20466 3
1064 31979 8
1065 1753 1
1065 10118 6
1065 10228 10
1065 70733 6
1065 86308 7
1066 1260 1
1066 4198 5
1066 10853 2
1066 29047 6
1066 41548 8
1066 51757 9
1066 82867 1
1067 1234 7
1067 1772 5
1067 5119 8
1067 11316 8
1067 81100 10
1067 81978 5
1068 1139 5
1068 26031 8
1069 18093 6
1070 1801 2
1070 6118 3
1070 10798 7
1070 27843 3
1071 12916 6
1071 16467 3
1071 92177 5
1072 1319 6
1072 2315 4
1072 4500 6
1072 7039 7
1072 12721 6
1072 16941 4
1072 33286 3
1073 1290 2
1073 1816 6
1073 2630 6
1073 2990 8
1073 3798 6
1073 6462 6
1073 6882 4
1073 9031 3
1073 24718 5
1073 57429 2
1074 4823 9
1074 20186 7
1074 35343 5
1074 42517 7
1074 60742 2
1075 1996 6
1075 4047 8
1075 22478 9
1075 29556 2
1075 33976 10
1075 41395 6
1075 63183 7
1075 77276 8
1076 1144 5
1076 1306 3
1076 5513 3
1076 12888 4
1076 62692 9
1077 8754 2
1077 12985 9
1077 32075 7
1078 1958 2
1078 18083 2
1078 33871 3
1079 6019 10
1079 25458 1
1079 45484 7
1080 2977 5
1080 5678 9
1080 5749 8
1080 9561 6
1080 12827 9
1080 20731 3
1080 26845 4
1080 59961 2
1081 2507 3
1081 5132 5
1081 9753 7
1081 13449 8
1081 17160 5
1081 19770 3
1081 20496 3
1081 24465 9
1082 1559 6
1082 20823 9
1082 41839 4
1083 2391 3
1083 5195 3
1083 10064 7
1083 11876 5
1083 13127 2
1083 37341 4
1083 75848 3
1083 87648 5
1084 1615 6
1084 2921 10
1084 3095 2
1084 3689 2
1084 5990 7
1084 74780 2
1085 6208 7
1085 7984 7
1085 74595 1
1086 1461 4
1086 3762 7
1086 11094 9
1086 22170 9
1087 2002 8
1087 2027 7
1087 10855 6
1087 66767 4
1088 1141 8
1088 7623 9
1088 7846 4
1088 54913 5
1088 67268 9
1089 2039 4
1089 3101 3
1089 14100 10
1089 27517 7
1090 1704 8
1090 2174 1
1090 9009 10
1090 33510 4
1090 45266 2
1090 84060 8
1091 7692 8
1091 7886 1
1091 30963 3
1091 79138 10
1092 2828 1
1092 5469 1
1092 19964 4
1092 45213 7
1092 90745 3
1093 2329 2
1093 2721 1
1093 5295 9
1093 6279 8
1093 47440 7
1094 6471 7
1094 17321 2
1094 43617 10
1094 53658 3
1094 75319 7
1094 96059 7
1095 1285 2
1095 1876 7
1095 2165 4
1095 3249 5
1095 3645 5
1095 3656 6
1095 13208 9
1095 17291 5
1095 20696 9
1096 23383 6
1097 1443 2
1097 2556 5
1097 5436 6
1097 6454 3
1097 8649 9
1097 94719 9
1098 3973 7
1100 1668 3
1100 2361 8
1100 2572 4
1100 6574 7
1100 74500 9
1101 6750 9
1101 10431 2
1101 28497 4
1101 54817 5
1101 59922 8
1101 86087 8
1102 1870 5
1102 4781 7
1102 30098 2
1103 1218 9
1104 2998 8
1104 5844 4
1104 38535 4
1105 1345 2
1105 6275 9
1105 13305 8
1105 35587 9
1105 41115 8
1105 51174 2
1105 65564 4
1105 76495 7
1106 1803 3
1106 10579 4
1106 36491 10
1106 86132 8
1107 2321 10
1107 4852 10
1107 9075 9
1108 14789 9
1108 22974 5
1108 33475 9
1108 52095 10
1108 71729 2
1108 94795 9
1109 4350 2
1109 5322 3
1109 5838 1
1109 16388 2
1109 24739 2
1109 56236 6
1110 5415 5
1110 18495 3
1110 18618 7
1110 73554 8
1111 1254 7
1111 1574 4
1111 1917 3
1111 14564 2
1112 1268 8
1112 1500 2
1112 1610 9
1112 8910 9
1112 41018 9
1112 63900 8
1112 72309 4
1113 17133 1
1113 37143 5
1113 42255 4
1113 50912 10
1113 76666 3
1114 1860 7
1114 2901 10
1114 3721 6
1114 5292 1
1114 5565 2
1114 6198 3
1114 6239 9
1114 6933 8
1114 9960 6
1114 18975 3
1115 7419 3
1115 15497 1
1115 21362 1
1115 50097 6
1115 62499 4
1115 82724 3
1116 37624 9
1116 45918 1
1117 2084 9
1117 2264 1
1117 2433 5
1117 4555 2
1117 5100 3
1117 10512 6
1117 75925 9
1118 2065 2
1118 2991 3
1118 9360 10
1118 24265 8
1118 37009 4
1118 42485 1
1118 52074 7
1118 72665 1
1119 2734 8
1119 5526 1
1119 40174 6
1119 82971 2
1120 7280 6
1121 1578 4
1121 1844 7
1121 5699 1
1121 5856 7
1122 8970 5
1122 57029 7
1122 89711 3
1123 4706 9
1123 19057 10
1123 21478 1
1123 40931 7
1123 43487 6
1123 67360 9
1124 1415 8
1124 1805 4
1124 2333 4
1124 51724 8
1124 81945 1
1125 2236 10
1125 7431 2
1126 2393 1
1126 3512 9
1126 12901 4
1126 28718 2
1127 1322 1
1127 2470 3
1127 4190 10
1127 6134 3
1127 6163 6
1127 16131 5
1127 17024 10
1127 24377 7
1128 1650 3
1128 71490 3
1129 44972 9
1130 4669 4
1130 9064 10
1130 23358 10
1130 28515 1
1130 39179 10
1131 2189 6
1131 4328 4
1131 4813 2
1131 11060 7
1131 88778 8
1132 4639 2
1132 51514 8
1132 67439 9
1133 2754 9
1133 5329 8
1133 8676 10
1133 9314 5
1133 97121 4
1134 1276 8
1134 2723 6
1134 12566 4
1134 21919 2
1134 22965 2
1134 81763 7
1135 3012 4
1135 12658 10
1135 13115 7
1136 1278 3
1136 13137 6
1137 1192 10
1137 2670 2
1137 3892 2
1137 4353 6
1137 6383 2
1137 46940 5
1138 1394 3
1138 3123 7
1138 54266 6
1138 58973 5
1138 66101 5
1139 12418 6
1139 23573 8
1139 29668 5
1139 85978 5
1139 87855 4
1140 7631 2
1140 18686 2
1140 19232 5
1140 32948 5
1140 72812 2
1141 2132 7
1141 4325 6
1141 29506 6
1141 55146 4
1142 4150 6
1142 8621 3
1142 65649 1
1143 1944 9
1143 2109 4
1143 7966 1
1143 9909 9
1143 24973 10
1143 34499 10
1143 57570 2
1143 63731 2
1143 67183 3
1144 2606 10
1144 4963 4
1144 14902 6
1144 27876 8
1144 29960 1
1144 48535 6
1144 67662 1
1145 3014 2
1145 6063 6
1145 15933 10
1145 18676 10
1146 2565 8
1146 12196 3
1146 20465 7
1146 50627 10
1146 70285 10
1147 3124 6
1147 5622 6
1147 14613 8
1148 1756 6
1148 2561 2
1148 7823 5
1148 9417 6
1149 4215 5
1149 13545 6
1149 15490 8
1149 43410 9
1149 55278 10
1150 1204 7
1150 14559 4
1150 33887 10
1151 3236 10
1151 3771 8
1151 12568 10
1151 14462 10
1151 29797 4
1151 50620 10
1152 6831 6
1152 9778 10
1152 58268 10
1152 79348 5
1153 1200 2
1153 14044 3
1153 23601 4
1153 64745 3
1154 1259 6
1154 1812 5
1154 4296 8
1154 5499 1
1154 41668 7
1154 68377 9
1154 69704 10
1155 1738 10
1155 3417 2
1155 3865 3
1155 37164 3
1155 58992 1
1156 2417 1
1156 3042 7
1156 4351 7
1156 89136 7
1157 3089 1
1157 6631 2
1157 10272 4
1157 71468 7
1158 2640 2
1158 8863 6
1158 15009 3
1158 46023 10
1158 78227 5
1159 2961 8
1159 6839 10
1159 8932 4
1159 22682 8
1159 72828 2
1160 1469 6
1160 3184 6
1160 9626 1
1160 13620 2
1160 24805 1
1160 42764 4
1160 72620 10
1160 81560 10
1160 86592 6
1161 9885 10
1162 10229 8
1162 10639 2
1162 41662 6
1162 75505 7
1162 75962 9
1163 2502 3
1163 11905 5
1163 12001 6
1163 12752 4
1163 14877 1
1163 46241 9
1163 66518 3
1164 2262 7
1164 2345 3
1164 2522 8
1164 3466 8
1164 7955 8
1164 34137 10
1164 36512 6
1165 2223 10
1165 8764 9
1165 95581 4
1166 2838 7
1166 3607 8
1166 5260 2
1166 10676 10
1166 31042 6
1167 2708 4
1167 17703 3
1167 49314 7
1168 1195 7
1168 3360 8
1168 27546 3
1168 36614 4
1169 9495 7
1169 10154 5
1169 52271 3
1170 2712 5
1170 4612 7
1170 13433 9
1170 42122 1
1170 43612 9
1170 50091 9
1170 63569 2
1171 1313 3
1171 14969 3
1171 52742 6
1172 7641 6
1172 12529 10
1172 25944 2
1173 8337 7
1173 9011 2
1173 58876 2
1173 75603 5
1174 1292 6
1174 1360 3
1174 3569 3
1174 8685 9
1174 14356 8
1174 25006 1
1174 33032 3
1174 36399 2
1175 5432 6
1175 25269 1
1175 25505 2
1175 32606 6
1175 38556 6
1176 1316 7
1176 8680 6
1176 15502 8
1176 49000 6
1177 1881 1
1177 1965 5
1177 7435 10
1177 9007 8
1177 55270 5
1178 1471 5
1178 4260 8
1178 10530 6
1178 14419 1
1178 78134 5
1179 2660 1
1179 13293 5
1179 22891 3
1179 26731 4
1180 1342 4
1180 1595 2
1180 6338 1
1180 17784 1
1180 34302 4
1181 4517 8
1181 5008 5
1181 12962 3
1181 31528 9
1181 41056 8
1182 2747 4
1182 6018 4
1182 7556 6
1182 24711 6
1183 1222 8
1183 1589 7
1183 3458 2
1183 12703 10
1183 12778 2
1183 38365 5
1184 1842 4
1185 2483 3
1185 3121 5
1185 27865 3
1185 36905 3
1186 3294 8
1186 10197 2
1186 18528 10
1186 22545 3
1186 48488 2
1186 55729 8
1186 84388 8
1187 2001 3
1187 8572 8
1187 16084 9
1187 25831 10
1187 26144 2
1187 75502 6
1188 2846 8
1188 9719 8
1189 1288 7
1189 1515 1
1189 6654 1
1189 20425 5
1189 42352 2
1189 45950 3
1189 55772 8
1189 77847 6
1190 16775 6
1190 21441 1
1190 40088 1
1190 63811 6
1191 1353 10
1191 3400 7
1191 4263 3
1191 13316 4
1191 29362 7
1191 63825 9
1192 1986 8
1192 3159 7
1192 19310 6
1192 25235 3
1193 21156 2
1193 29790 3
1193 67591 8
1194 1517 1
1194 1524 8
1194 2243 3
1194 4272 4
1194 9662 7
1194 10458 5
1194 11949 8
1194 16829 4
1194 39059 5
1194 75359 10
1194 83173 2
1194 90077 7
1195 2129 5
1195 20388 6
1195 26833 10
1195 60701 5
1195 76796 10
1196 7869 4
1196 28773 6
1197 1438 5
1197 2089 6
1197 10693 7
1197 70050 5
1198 1215 4
1198 2060 10
1199 2469 5
1199 11780 9
1200 2548 4
1200 2727 9
1200 4817 2
1200 6827 2
1200 7669 4
1200 11639 3
1200 54958 4
1201 15288 8
1201 69419 4
1202 6207 9
1202 10169 4
1202 93719 6
1203 1538 1
1203 2599 6
1203 3031 10
1204 1997 4
1204 5667 7
1204 34409 7
1204 74075 7
1205 15286 6
1205 76559 8
1206 6580 8
1206 7651 6
1206 11170 1
1206 12837 8
1206 13771 2
1206 16800 10
1206 82941 9
1207 2789 2
1207 2791 6
1207 7495 4
1207 29723 1
1208 4155 2
1208 5567 8
1208 18152 7
1208 36073 10
1208 54058 3
1208 86720 4
1209 3684 3
1209 45734 8
1210 1858 3
1210 2958 7
1210 19433 9
1210 24048 2
1211 8178 10
1211 9119 4
1211 24786 5
1212 16937 2
1213 1840 6
1213 6105 1
1213 7326 7
1213 21725 4
1213 29721 8
1213 99481 1
1214 1241 7
1214 5039 6
1214 6904 3
1214 12906 5
1215 1308 2
1215 4841 10
1215 8463 4
1215 21646 8
1215 60287 1
1215 62650 8
1216 3663 6
1216 5422 5
1216 7172 9
1216 13585 3
1217 1701 10
1217 2656 7
1217 3615 7
1217 3672 9
1217 11504 3
1217 21239 8
1217 32451 9
1217 33942 6
1217 56258 2
1218 1240 8
1218 1866 9
1218 2020 1
1218 9994 1
1218 72367 1
1219 1747 10
1219 10386 9
1219 14695 10
1219 21930 2
1219 64136 10
1220 2422 7
1221 1446 1
1221 1837 4
1221 2075 8
1221 13867 2
1221 24291 10
1221 72116 7
1222 5628 9
1222 26060 3
1222 41020 7
1223 5674 5
1223 18182 3
1223 35299 4
1223 42417 6
1223 62263 6
1223 89065 4
1224 4971 1
1225 7969 3
1225 24361 1
1225 25038 8
1225 34226 10
1226 6033 3
1226 26756 9
1226 47414 8
1227 4408 8
1227 4421 5
1227 7552 10
1227 9065 1
1227 15905 4
1227 18861 5
1227 81884 4
1227 83409 2
1228 1270 6
1228 3593 9
1228 5372 10
1228 8273 5
1228 10454 1
1228 19184 5
1228 62234 5
1229 3292 2
1229 8412 7
1229 9171 4
1229 36480 8
1229 60408 2
1229 80013 5
1230 1594 4
1230 9760 6
1230 20385 1
1230 24965 3
1230 35431 2
1231 1401 5
1231 1487 3
1231 1852 10
1231 1926 7
1231 4625 5
1232 1265 6
1232 1354 6
1232 8735 2
1232 12705 1
1232 20878 1
1233 1460 9
1233 4627 7
1233 10031 10
1233 11892 8
1233 18260 7
1233 59063 1
1233 94973 8
1234 3053 8
1234 3506 9
1234 5816 9
1235 1786 7
1235 3083 10
1235 10694 7
1235 14823 9
1235 84832 2
1236 15244 3
1236 20165 5
1236 22386 5
1237 18717 5
1237 19430 3
1237 43449 7
1237 99654 6
1238 1449 6
1238 2598 1
1238 11140 7
1238 38895 6
1239 13446 7
1239 42828 6
1239 46481 2
1240 1978 1
1240 4405 10
1240 32567 7
1241 1245 1
1241 1337 8
1241 1433 9
1241 17687 3
1241 26202 6
1241 43662 8
1241 89122 3
1242 14488 9
1242 24321 3
1242 56737 8
1242 63826 10
1243 1246 4
1243 1880 4
1243 2700 8
1243 3597 8
1243 19347 5
1244 4429 9
1244 6243 1
1244 10767 9
1244 11204 6
1244 14171 6
1244 26741 5
1245 1455 6
1245 1551 6
1245 8112 4
1245 9166 9
1245 25300 9
1245 82562 4
1246 2862 3
1246 3983 6
1246 3998 9
1246 8612 8
1246 12024 3
1246 16518 7
1246 24560 2
1246 45076 5
1246 77949 3
1247 1386 4
1247 6505 2
1247 8776 8
1247 9148 1
1247 28993 5
1247 88380 7
1248 1845 10
1248 60537 4
1249 3758 7
1249 8503 7
1249 45953 3
1250 1533 8
1250 6949 4
1250 8867 3
1250 67569 1
1250 92426 3
1251 1907 4
1251 2246 4
1251 6433 2
1251 18290 8
1251 21861 4
1251 31077 7
1251 44024 6
1251 70104 4
1252 2955 3
1252 3518 4
1252 3809 10
1252 3897 8
1252 68059 1
1253 5574 4
1253 6801 9
1254 3842 3
1254 5082 3
1254 8765 2
1254 65278 3
1254 72165 5
1254 88820 7
1255 2544 6
1255 38673 8
1255 70641 4
1256 2766 6
1256 4717 6
1256 12524 3
1256 14567 10
1256 15071 10
1256 45834 10
1256 66250 4
1256 75721 10
1257 1709 7
1257 8003 6
1257 11795 9
1257 18066 8
1257 32154 7
1257 47909 6
1258 3026 9
1258 6860 4
1258 8713 6
1258 9916 1
1258 11006 5
1258 19036 5
1258 33778 7
1259 12426 8
1259 12542 9
1259 16575 1
1260 9915 7
1260 11208 1
1260 19551 7
1260 99833 6
1261 1331 8
1261 2740 7
1261 2773 9
1261 6638 1
1261 13384 8
1261 25766 6
1261 42152 3
1261 55158 10
1261 58805 9
1261 63468 3
1262 18819 1
1262 36499 2
1262 39627 10
1263 6219 1
1264 1775 8
1264 1919 5
1264 2829 6
1264 3171 10
1264 3282 3
1264 12898 6
1264 15657 10
1264 24931 2
1264 48679 10
1264 67355 6
1265 7529 6
1265 41652 9
1265 44305 1
1265 98411 8
1266 8943 2
1266 10967 7
1266 22602 5
1266 70799 4
1267 1730 8
1267 5400 1
1267 11114 3
1267 17284 3
1267 25818 9
1267 32050 9
1267 74151 10
1268 3041 1
1268 6000 2
1268 10144 9
1268 29139 9
1268 36939 2
1268 53192 10
1268 92934 5
1269 1830 5
1269 2119 1
1269 6424 4
1269 33578 6
1269 39375 8
1270 4778 4
1270 5542 10
1270 83507 1
1271 1821 2
1271 2318 9
1271 8087 6
1271 10083 4
1271 13425 7
1271 20047 2
1271 65713 3
1272 3833 5
1273 3620 7
1273 4450 8
1273 53141 8
1273 63144 7
1273 63970 8
1274 1815 8
1274 4092 4
1274 11957 3
1274 15861 8
1274 16026 8
1275 1509 10
1275 1537 5
1275 1550 5
1275 4305 10
1275 8738 2
1275 16740 6
1276 1702 1
1276 1838 10
1276 3447 9
1276 20263 1
1276 49284 1
1276 88653 4
1277 2420 7
1277 3399 9
1277 47684 8
1278 14276 3
1278 23667 10
1278 26474 1
1278 78561 8
1279 3881 5
1279 4573 2
1279 6869 7
1279 18434 1
1279 20139 3
1279 30932 2
1279 98569 2
1280 12531 2
1280 19587 10
1280 22784 8
1280 46276 5
1280 82097 7
1281 2496 5
1281 3853 2
1281 6430 3
1281 8634 7
1281 27400 5
1281 35721 10
1281 83276 6
1282 1296 1
1282 2429 5
1282 3241 5
1282 4045 6
1282 15867 1
1282 22726 7
1282 79487 10
1283 2032 8
1283 3433 9
1283 4667 7
1283 10834 5
1283 35649 5
1283 66100 3
1284 5482 7
1284 9795 4
1284 17324 5
1284 24871 9
1284 35471 2
1285 1628 9
1285 10647 3
1286 5685 7
1286 16954 3
1286 30549 6
1286 53259 5
1287 4418 5
1287 43327 9
1288 2296 1
1288 3059 5
1288 52078 2
1288 73429 5
1289 5288 5
1290 2477 9
1290 32706 4
1291 3436 5
1291 11364 3
1291 19718 2
1291 52516 5
1291 54998 9
1291 89118 10
1292 6083 7
1292 14046 4
1292 15263 10
1292 62302 4
1293 2059 7
1294 5368 5
1294 52749 8
1294 67447 5
1294 86472 10
1295 2724 5
1295 12236 3
1295 24787 4
1295 48171 8
1295 68206 10
1295 98609 6
1296 1400 1
1297 1299 8
1297 3018 9
1297 3364 5
1297 3423 2
1297 4851 10
1297 6779 2
1297 11457 10
1297 34060 4
1297 74420 8
1297 90042 6
1298 2005 8
1298 5364 9
1298 5367 10
1298 6672 2
1298 7929 6
1298 8872 4
1298 28973 7
1298 56364 5
1298 80260 2
1299 2022 8
1299 47571 3
1300 1828 10
1300 5920 3
1300 7442 9
1300 8843 9
1300 13846 7
1301 2676 10
1301 5846 10
1301 9144 4
1301 13255 2
1301 13731 5
1301 70366 1
1301 87509 8
1301 91158 6
1302 2992 10
1302 4306 5
1302 17050 10
1302 32014 6
1302 39878 2
1302 43086 7
1302 85294 9
1303 1457 8
1303 1868 8
1303 2609 8
1303 3298 2
1303 24664 1
1303 26026 7
1304 1934 1
1304 6401 8
1304 14205 9
1304 17020 8
1304 18565 4
1304 18813 8
1304 32845 7
1305 2145 4
1305 33009 6
1305 35572 4
1305 40000 1
1305 78374 5
1305 87400 2
1306 3550 8
1306 62016 6
1306 93639 1
1307 2788 6
1307 7627 9
1307 8222 7
1307 72943 8
1307 74220 6
1308 2322 1
1308 5194 6
1308 10816 7
1308 22515 3
1309 3223 4
1309 9384 9
1309 13735 8
1309 18584 7
1310 2366 9
1310 22177 2
1310 26237 10
1310 27628 8
1311 1424 8
1311 5636 4
1311 24860 3
1311 85864 9
1312 15529 1
1312 94194 10
1313 4177 7
1313 30083 3
1313 31305 4
1314 8673 4
1314 14729 10
1314 35055 3
1314 60733 5
1314 63334 8
1315 2482 3
1315 2758 10
1315 6997 10
1315 20168 9
1316 8224 10
1316 11452 5
1316 34743 6
1316 39312 3
1316 52141 2
1317 1713 2
1317 2573 7
1317 33318 3
1317 54648 9
1318 14311 8
1318 38897 8
1318 91657 5
1319 2222 2
1319 3960 7
1319 15594 1
1319 47298 4
1320 4430 1
1320 5428 10
1320 14865 6
1320 15799 7
1320 20028 3
1320 21434 10
1320 66642 6
1321 1935 6
1321 1949 8
1321 43939 5
1321 44573 3
1322 1356 8
1322 1896 3
1322 2542 8
1322 6461 2
1322 7492 10
1322 37219 7
1322 88322 7
1323 1418 6
1323 4360 9
1323 5994 6
1323 6809 5
1323 11941 9
1323 15612 7
1323 21808 1
1323 22291 1
1323 22690 9
1323 24210 10
1324 4399 2
1324 5931 7
1324 11024 5
1324 31590 5
1324 33782 4
1324 39144 2
1325 2859 1
1325 6367 9
1325 7977 10
1325 17356 2
1325 57575 3
1325 83462 4
1326 3022 6
1326 5201 6
1326 6416 7
1326 7115 5
1327 1564 10
1327 12257 2
1328 2436 2
1328 2684 10
1328 5908 8
1328 10463 2
1329 8416 4
1329 13123 10
1329 22499 2
1329 43723 8
1329 71321 1
1330 1955 3
1331 1655 6
1331 1818 6
1331 2070 9
1331 5026 4
1331 6679 7
1331 9046 8
1331 12727 1
1331 43684 2
1332 1362 3
1332 3147 4
1332 4144 7
1332 4844 2
1332 6188 8
1333 2104 10
1333 3280 8
1333 4993 2
1333 5641 9
1333 19747 8
1334 5963 4
1334 15437 9
1335 2867 1
1335 5693 10
1335 6540 3
1335 13951 9
1335 28707 6
1335 96717 9
1336 1540 7
1336 2127 1
1336 2435 4
1336 12240 8
1336 17995 2
1336 25137 5
1336 31218 5
1336 59213 9
1337 28717 3
1337 44675 7
1337 47095 1
1338 4637 6
1338 9107 10
1338 9487 6
1338 54599 10
1338 79118 5
1339 2369 6
1339 8131 6
1339 22194 9
1339 27183 7
1339 42579 5
1339 70579 5
1340 3551 10
1340 6382 5
1340 91555 5
1341 3465 5
1341 6024 8
1341 8251 7
1341 16069 8
1341 17335 5
1341 98230 3
1342 2840 3
1342 16052 10
1342 36276 6
1342 56135 4
1343 2285 7
1343 15243 4
1343 25414 6
1344 3084 4
1344 4934 6
1344 5009 5
1344 10682 5
1344 19654 8
1344 25200 9
1344 29639 5
1344 59000 1
1345 1807 4
1345 57568 4
1346 6154 10
1346 9161 1
1346 12225 2
1346 13815 8
1346 16307 5
1346 16794 4
1347 5001 10
1348 1562 4
1348 10265 9
1348 11502 7
1348 39487 10
1348 45898 10
1348 76797 6
1349 1431 4
1349 3848 8
1349 9427 8
1349 11874 1
1349 13199 1
1349 33328 2
1349 63105 10
1350 13282 3
1350 18277 8
1351 2587 10
1351 2628 2
1351 13479 8
1351 18502 9
1351 27136 6
1352 2367 4
1352 7149 6
1352 63472 5
1353 6911 3
1353 7041 7
1354 2449 8
1354 19183 2
1354 88674 7
1355 69506 2
1355 72595 9
1356 16007 8
1356 28714 10
