10000 9999
548 9476 6
549 769 10
550 577 6
550 1442 6
550 5851 4
551 600 7
553 4791 4
554 876 2
554 6495 7
556 1600 1
556 1602 8
556 4989 6
557 677 7
557 1259 8
557 1696 4
557 3924 6
558 1508 2
558 1859 3
558 1960 5
558 2805 1
558 5621 5
558 8380 10
558 9837 5
560 2324 10
560 4381 8
561 619 9
561 686 2
561 1211 4
561 8179 7
562 636 6
562 639 9
562 1628 4
562 2083 5
562 2239 1
562 2711 5
562 5057 9
563 838 5
563 7677 3
564 790 10
564 966 9
564 5552 9
565 1228 2
565 1390 8
565 2058 3
565 3602 9
565 3991 3
565 5617 2
565 6467 3
566 1290 4
566 2088 8
566 3045 5
566 3376 3
567 6103 8
568 1949 9
568 5913 8
570 585 8
570 602 2
570 720 9
570 723 9
570 724 1
570 868 6
570 1065 7
570 4981 5
570 8708 5
570 9098 6
571 591 1
571 809 3
571 987 4
571 1136 1
571 3398 9
572 4117 1
572 9286 9
572 9714 8
573 846 2
573 1417 8
573 1807 4
573 2134 7
574 674 6
575 588 5
575 771 6
575 1204 6
575 4877 5
575 8604 1
576 1311 4
576 1900 4
576 2737 9
576 5693 4
577 701 5
577 943 6
577 7642 5
577 8575 7
578 611 3
578 755 3
578 3287 2
579 921 5
579 975 8
579 1047 9
579 1394 5
580 1828 2
580 1921 7
580 2898 8
580 4368 7
580 7509 8
581 1708 3
581 2236 1
581 9888 4
582 598 8
582 5126 6
583 1576 4
584 1690 9
584 3715 7
584 7487 2
585 1061 5
585 3411 5
585 4247 10
586 683 6
587 1277 9
587 4540 2
588 2149 6
589 1001 7
589 2700 2
589 3967 2
589 4518 10
590 609 4
590 2276 3
591 5835 5
592 964 3
594 9407 9
595 1159 9
595 2896 3
595 4278 1
596 830 9
596 1266 10
596 1998 3
596 5311 7
598 842 6
598 1296 10
598 2560 9
598 4572 7
598 9750 4
599 1695 10
599 2464 4
599 3965 10
599 4089 8
600 925 3
600 1058 3
600 1512 8
600 3320 5
601 1761 6
601 2189 1
601 6715 7
601 8897 2
602 8011 6
603 750 3
603 2523 4
603 3258 2
603 5265 4
604 1724 9
604 1785 7
604 4334 9
605 1899 2
605 4238 7
606 1571 1
606 1988 1
606 2025 7
606 3741 10
606 3852 8
606 5525 8
606 9725 9
607 3275 7
607 5142 10
608 1384 4
608 1679 6
609 8343 3
610 1557 6
610 3468 6
610 8887 8
611 827 9
611 1330 7
611 1903 10
611 3951 5
612 736 5
612 4193 10
612 6405 4
613 2785 2
613 5459 3
613 8794 10
613 8987 10
614 5780 3
615 1790 8
615 7965 3
616 1185 2
616 1574 9
616 2902 6
616 7167 3
617 1596 6
617 2073 2
617 2290 5
617 4750 5
617 4966 9
617 7200 5
618 728 5
618 1495 5
618 9468 3
618 9535 3
619 1586 5
619 2079 9
619 3184 6
619 4719 1
620 1457 6
620 3689 1
620 3964 1
621 718 5
621 2044 10
621 4022 7
622 2097 5
622 5075 10
622 6200 1
622 9726 8
623 2080 7
624 1196 5
624 5077 5
625 816 7
625 2320 4
626 3206 4
626 3933 5
627 5203 8
628 643 5
628 695 2
628 990 4
628 2130 1
629 1125 8
629 1316 7
629 3096 1
630 1887 6
630 5064 5
630 5188 4
630 8877 3
631 806 4
631 1026 3
631 4323 10
632 2814 7
632 3221 4
633 727 3
633 1505 1
633 2065 6
634 4418 5
634 5392 10
634 6814 9
634 9026 7
635 1016 4
635 1094 2
635 4766 4
636 853 4
636 2603 2
636 2944 3
637 2031 1
637 2620 6
638 1404 7
638 3604 2
638 6816 5
639 1908 9
639 3158 6
640 2107 3
640 6894 7
640 7364 1
641 2496 1
641 9996 1
642 1242 2
642 1270 4
642 2386 8
642 8986 5
642 9306 7
643 1438 5
643 6095 9
643 7565 1
644 2038 5
644 5587 5
644 6940 4
645 3701 5
645 4955 4
646 1423 5
646 2023 7
646 2129 3
647 808 4
647 1039 1
647 1046 1
647 1562 7
647 1667 5
647 2752 6
647 5034 10
648 982 4
648 3047 8
649 3060 6
650 749 9
650 2200 2
650 4435 10
650 5727 9
652 2487 1
653 2501 8
653 3568 2
653 4975 7
654 1214 9
654 1279 7
654 4656 3
655 1287 2
655 2983 2
656 1034 10
656 1082 7
656 1249 1
656 1912 9
657 862 7
657 2846 8
657 3149 7
657 7826 6
657 9409 3
658 2249 4
658 6249 2
659 947 4
659 2949 6
659 7793 4
660 1014 3
660 1053 9
660 1521 5
660 1792 9
661 6416 3
662 2141 3
662 3352 3
662 6521 2
662 9123 5
663 721 1
663 984 4
663 1697 6
663 5442 8
664 5380 8
664 8700 7
665 1086 5
665 3244 1
665 4623 2
666 710 6
666 3172 5
667 758 6
667 1877 6
668 1195 9
668 1313 8
668 1947 4
668 2407 6
669 9354 10
670 3823 2
671 936 3
671 1937 2
671 8789 4
672 1050 8
672 1545 10
672 3325 8
672 6812 6
673 2335 7
673 5414 2
674 976 5
674 1303 2
674 2919 4
674 5841 1
675 3198 1
676 3408 10
676 9767 1
677 1072 7
678 1066 5
678 4886 7
678 9768 2
679 1473 1
679 2890 1
679 6151 9
679 9502 2
680 782 9
680 4245 9
680 4255 10
680 7940 7
681 1293 10
681 2611 5
681 5590 5
681 9905 10
682 1922 4
683 1232 3
683 3825 10
686 734 8
686 918 10
686 1080 6
686 2770 3
686 5924 8
686 9406 7
687 746 7
687 763 2
687 3384 9
687 5987 1
687 8104 4
688 2114 7
688 3151 3
688 8694 3
689 2093 7
689 2838 5
689 9964 4
690 1840 1
690 6372 10
691 1199 8
691 1391 8
691 4876 7
692 6550 1
693 954 4
693 3106 2
693 5493 10
694 8328 3
695 785 9
695 815 9
695 6558 7
695 8742 1
696 711 4
696 944 7
696 2927 7
697 2522 2
697 6000 5
698 1440 2
698 1826 5
698 2000 6
698 2136 1
698 2863 4
698 3125 10
698 7594 7
699 3614 4
699 4836 2
699 7304 4
700 1206 1
702 2384 3
703 2002 3
704 995 3
704 1971 1
705 1251 8
705 6842 9
706 1976 5
706 2822 1
706 3511 3
707 811 7
707 1735 7
707 3222 1
708 959 3
708 1504 9
708 2556 5
708 6341 10
708 7028 4
709 847 8
709 1366 1
709 1533 7
709 1752 4
709 3656 6
709 3790 6
710 1475 5
710 2602 1
710 4711 10
710 7137 8
711 5145 9
712 5594 6
713 888 2
713 2432 9
713 2755 1
714 814 10
715 1460 8
717 751 8
717 6597 9
718 3018 7
718 9583 3
719 910 9
719 2718 1
719 3429 6
721 765 10
722 1518 6
722 9304 1
723 1167 2
723 1633 1
724 3775 7
724 6584 5
725 1379 10
725 3606 7
725 5167 8
726 3403 4
727 1798 7
727 7655 9
727 8109 10
728 1632 4
729 2037 2
729 2429 10
730 917 3
730 4705 2
731 1474 3
731 5083 7
732 1772 5
733 5125 9
734 1213 3
734 1919 5
734 2171 7
734 2828 7
734 2990 10
734 5769 3
734 6805 9
735 2483 7
735 4700 4
736 2552 2
736 4487 5
736 9780 6
737 2849 6
737 3504 4
737 5302 7
737 6935 2
737 8958 10
738 2179 10
739 1707 5
739 2842 1
739 3167 8
740 1981 1
740 4599 1
741 3019 1
741 5647 2
742 1282 5
742 2135 10
742 9155 2
743 850 7
743 3622 3
743 4026 4
743 7457 3
744 2118 9
744 2872 6
744 3016 4
744 4290 3
745 3530 5
746 1428 3
747 1374 1
747 1564 1
747 2186 7
748 2465 6
748 3871 10
748 5321 9
749 5172 9
750 6551 3
750 6938 4
750 7314 10
751 1173 10
751 2430 9
752 9075 3
753 2310 8
753 4142 2
753 9655 4
754 2421 10
754 4996 7
755 1418 6
755 1496 3
755 6528 5
755 6856 6
755 8014 9
756 1122 8
756 1733 7
756 5026 3
757 985 3
757 1621 1
757 3452 1
758 886 6
758 2162 7
758 2938 2
758 5388 7
758 7193 2
759 1209 8
761 1529 3
761 2449 4
763 979 5
763 1000 3
763 1498 4
764 1079 6
765 901 8
765 2122 9
765 2537 1
765 2694 6
765 5752 5
766 793 3
766 1959 8
766 2163 6
766 2999 9
766 3655 10
767 1286 6
767 1291 1
767 1638 6
768 832 3
768 2543 6
768 5718 2
769 5021 2
770 1364 2
770 8219 1
771 893 4
773 1773 4
773 8155 8
775 1467 2
775 3052 10
775 3445 5
775 3565 10
775 4426 4
775 6992 4
775 8589 7
776 1161 2
776 1170 1
776 2500 5
776 3220 8
776 3316 7
776 4703 7
776 7416 8
777 1437 2
777 1842 5
777 3619 9
777 5261 1
777 6535 2
778 1051 9
778 1928 3
779 3414 10
779 9414 1
780 974 2
780 1625 7
780 3025 10
780 4037 6
780 6656 6
782 879 3
782 1684 4
782 2527 4
783 1135 6
783 2460 8
783 4717 3
783 7319 4
784 1231 6
784 1683 4
784 2164 8
786 885 10
786 2279 3
787 1560 2
788 4229 9
788 5873 2
789 927 7
789 1531 9
789 2196 2
789 5272 1
789 6807 2
790 1653 1
790 3981 8
791 8738 3
792 807 2
792 3076 1
792 3843 10
792 9423 4
793 1052 6
793 1541 9
794 9175 9
795 998 3
796 1427 1
796 1478 8
796 2925 6
796 2933 7
796 3292 5
796 4059 3
796 6128 3
796 9988 3
797 3139 6
797 9319 10
798 2989 3
799 1285 8
799 3291 2
799 7380 4
800 1027 5
800 1353 3
800 6039 7
801 5674 4
802 914 6
802 1144 3
802 1565 4
802 5553 3
803 833 6
803 5844 1
803 8899 2
803 9900 1
804 1463 3
804 5657 7
805 3488 6
806 2101 7
806 5833 1
807 1198 4
809 2027 4
810 7974 10
810 9355 10
811 2123 4
812 3360 6
813 2710 6
813 8939 7
814 3577 5
814 5000 3
815 9269 9
816 1587 4
816 5484 4
817 924 9
817 1305 2
817 2658 4
818 3143 10
818 3185 7
818 5325 4
819 1710 6
820 1815 9
821 2131 4
821 3704 3
822 1011 3
822 1487 4
822 2775 10
822 6063 4
823 2438 7
823 2965 1
824 874 1
824 3373 8
824 3907 3
824 3975 5
825 843 4
826 828 8
826 857 1
826 2534 3
826 2719 6
826 3188 9
826 3300 7
826 5391 9
827 1226 1
827 7308 5
827 9601 3
828 1048 6
829 3950 1
829 7151 5
830 1042 6
830 4736 2
830 6533 8
831 3508 10
833 1004 3
834 1341 2
834 6262 4
834 9863 2
835 2555 6
835 3648 3
836 2061 3
836 5856 4
837 1216 9
837 1411 3
837 1511 1
838 1107 5
838 8199 8
839 1339 3
839 1349 6
839 2225 3
840 1284 7
840 7189 3
841 1288 9
841 9451 5
842 1664 1
843 1239 10
843 1455 3
843 1894 1
843 7807 7
844 968 3
844 1902 3
845 5701 8
845 6379 1
846 3082 7
846 3771 5
847 1996 6
847 2903 9
848 2426 3
848 3111 9
848 5825 3
849 9708 10
850 860 3
850 1010 3
850 1310 2
850 4409 8
851 2059 7
851 4537 7
852 2206 1
852 4012 4
852 5039 7
852 5266 10
852 6666 5
853 1113 4
853 6165 3
854 1227 8
854 4576 1
854 8879 5
855 1611 5
855 4745 10
856 4405 7
856 4625 6
857 3091 10
857 5722 1
857 6513 3
858 9547 3
859 1406 5
859 1430 10
859 1984 3
860 1175 8
860 2636 4
861 1245 7
861 2260 2
862 2090 9
862 7343 3
862 7540 5
863 1636 5
863 2374 2
863 4847 5
864 1146 4
864 1782 1
864 9030 8
865 870 1
865 1032 4
865 1116 7
865 1568 3
865 2727 1
865 2773 2
865 3145 8
865 5853 2
865 7864 4
866 1613 2
866 1950 5
866 4977 1
867 2120 1
868 6362 7
869 1087 6
869 4054 1
869 7802 4
870 2932 7
870 7360 1
871 949 5
871 4004 5
872 1640 1
873 1129 10
874 1112 4
874 1577 7
874 1704 2
874 3608 2
875 2520 10
875 3378 1
876 1139 8
876 1257 3
876 3922 7
877 1302 9
878 922 8
878 1294 8
878 8793 5
879 4732 7
879 6308 10
879 8142 2
880 1451 7
880 9183 9
881 1029 1
881 1344 9
882 2835 3
882 7931 4
883 5094 10
883 6346 9
885 1989 10
885 6951 10
885 7347 1
886 1982 8
886 7362 4
887 4018 2
888 1401 4
888 1715 10
889 969 9
889 1150 9
889 3580 8
889 8564 6
890 2190 10
890 7928 10
890 8429 1
890 9028 2
891 2347 6
891 3305 4
891 4036 1
891 8551 4
892 2468 7
892 7861 3
893 2030 4
893 9914 10
894 904 5
895 1217 3
895 2402 9
896 8315 5
897 2515 6
897 3128 6
898 4482 4
898 4492 4
899 3501 7
899 4780 10
899 5247 4
900 1643 6
900 2304 7
901 3228 7
901 3629 5
902 1250 1
902 1644 1
902 1712 9
902 2060 3
903 913 9
903 956 6
903 2255 8
904 1805 2
904 2813 10
904 3447 7
904 4521 9
905 1847 6
905 1898 7
905 4504 6
905 7533 2
906 4030 10
906 6608 9
906 9967 10
908 1166 8
908 1943 9
908 2874 3
908 4262 2
908 5270 7
909 3346 2
909 8138 3
910 962 5
910 2554 2
910 3005 7
911 1133 1
911 3473 4
912 1098 7
912 1662 6
912 2514 2
912 2521 6
912 3570 8
912 4683 7
912 5472 4
913 1375 5
913 1555 8
914 1424 8
916 948 10
916 1174 6
916 2503 2
916 4344 5
916 7428 1
916 7719 10
917 5570 4
917 6451 1
918 5705 6
918 5759 1
918 8000 9
919 1410 7
919 2632 1
919 5117 7
919 5874 5
920 7132 6
921 1075 6
921 2508 1
921 2646 4
921 2857 8
921 2954 9
922 2100 7
922 2365 5
922 7832 4
925 955 9
925 2202 8
926 2282 7
926 8195 1
927 932 10
927 1049 4
927 1656 4
927 1881 1
927 4217 4
927 4937 10
927 6354 3
927 6611 5
927 7452 1
928 1642 2
928 3913 8
928 4733 8
928 9959 1
929 1197 3
930 1071 7
930 4488 10
931 1764 9
931 2561 10
931 5861 7
932 2794 5
932 7215 10
933 1255 8
933 2256 10
933 9113 8
934 2195 1
936 3935 4
936 6212 10
936 6322 10
937 3229 10
937 3250 6
937 4764 10
937 7093 10
938 1736 3
938 4187 8
938 4281 10
938 5983 5
938 8598 5
939 2397 9
939 2458 6
939 3064 6
940 963 9
940 1247 4
940 2228 3
940 3939 1
940 5671 3
940 6887 8
941 1101 6
941 9283 2
942 1351 2
942 5830 6
943 2489 2
943 8701 5
944 1160 5
944 1670 6
944 2942 7
944 4815 3
944 7474 4
945 3548 9
945 4148 5
945 9533 6
946 1137 3
946 1605 5
946 2546 9
947 1572 1
947 1765 2
948 8008 6
949 1020 6
949 9159 6
950 2844 1
950 4890 1
950 4938 10
950 7258 7
951 1333 1
951 6630 7
952 1007 3
952 6258 5
953 4926 9
953 6352 2
953 7737 3
954 1376 6
954 1395 3
954 1654 8
954 5475 3
954 7562 5
955 2728 6
955 2950 8
955 3044 5
955 3385 8
956 997 8
956 1336 4
956 5451 6
956 8259 3
957 2488 2
958 1036 2
958 2826 8
958 5575 7
959 1264 8
959 1425 1
959 1468 7
959 1635 9
959 1816 9
959 2334 1
959 3089 10
959 6671 5
960 3416 3
960 3891 6
961 1031 9
961 3110 10
962 1861 6
963 1274 10
963 5888 9
964 2398 9
964 3869 10
964 6013 1
965 6884 2
966 1516 10
966 3042 10
966 5635 4
967 1743 8
968 1573 4
969 1229 5
969 1995 4
969 7422 8
970 1025 3
970 3427 7
970 4166 9
971 1352 2
971 1935 9
971 2763 1
971 3232 10
971 3949 2
971 5577 6
972 2051 5
972 2102 1
972 2613 7
972 3651 5
972 7777 2
972 8141 5
974 1803 1
974 5843 2
975 5154 6
976 2181 6
976 2220 10
977 5602 9
978 1126 6
978 2549 8
978 3038 7
978 4234 2
978 5607 5
979 3498 3
980 2535 10
980 3954 8
981 1348 10
981 2495 4
982 1892 4
982 4355 7
982 8033 8
983 1005 3
983 1740 1
983 6736 7
984 1055 3
984 1819 10
985 2853 7
985 4007 5
986 2446 1
986 7502 8
986 7958 2
987 1212 4
987 4785 7
988 3072 5
988 3319 10
989 9745 6
990 1809 7
991 1188 1
991 1776 6
991 4792 5
992 1380 4
992 2229 10
992 9677 10
993 2858 3
993 3703 9
993 5624 9
993 8436 1
994 2436 3
994 3146 2
994 5784 1
995 2185 3
996 1190 1
996 1267 1
996 6027 2
997 2774 7
997 3002 5
997 7713 3
998 2221 7
998 5108 3
1001 1553 5
1001 3806 7
1001 5564 5
1001 7118 7
1002 5914 8
1004 2918 4
1005 4948 10
1005 5695 9
1006 1843 3
1006 1883 9
1006 3756 1
1007 6223 3
1007 7943 2
1008 3297 8
1008 5910 4
1009 1068 1
1009 1872 3
1009 2674 5
1010 2616 10
1010 5734 1
1011 1933 1
1011 2312 8
1011 4506 4
1012 1123 3
1012 1350 9
1012 5403 10
1014 3231 1
1015 1609 6
1015 2654 8
1015 9894 8
1016 4841 9
1016 8606 1
1017 1219 7
1017 2392 5
1018 1675 7
1018 7666 2
1018 8126 1
1019 5071 5
1019 7662 9
1022 1779 5
1022 9887 1
1023 1328 9
1023 1801 2
1023 8417 4
1024 1524 1
1024 2344 10
1024 2528 6
1024 8242 3
1025 1118 9
1025 4687 9
1026 1499 2
1026 1676 5
1027 1203 9
1027 2623 9
1027 4569 5
1027 5244 10
1027 8289 7
1028 8002 8
1028 8685 5
1029 1141 3
1029 1490 3
1029 2645 6
1029 3605 6
1031 4308 9
1031 7199 9
1032 3496 8
1033 2415 5
1033 8129 10
1034 8859 5
1035 3597 6
1035 4311 2
1035 4775 5
1036 1482 8
1036 3255 3
1037 1189 8
1037 5306 10
1038 1691 1
1038 2962 7
1038 5237 6
1039 2280 1
1039 3456 1
1039 3966 9
1040 1177 1
1040 5659 9
1041 1414 6
1041 5181 1
1042 7795 3
1043 2227 10
1043 2559 4
1043 5663 4
1043 7614 6
1044 1069 5
1044 2165 6
1044 2912 3
1044 7415 5
1044 7764 2
1044 8360 6
1045 1275 8
1045 1298 6
1045 2254 9
1046 1914 3
1047 1421 4
1047 1754 2
1047 3968 1
1048 2888 9
1048 7252 7
1048 7569 5
1048 7624 6
1048 8150 2
1049 1355 2
1049 4756 6
1049 6040 4
1049 7102 10
1050 7354 6
1052 2475 4
1053 1373 3
1053 1612 10
1053 2024 8
1053 2155 6
1054 1224 10
1054 4954 8
1056 1672 6
1056 5048 7
1057 3366 9
1058 2582 3
1058 5782 10
1058 6998 6
1058 7524 10
1058 9895 5
1059 2067 2
1059 2988 7
1059 6359 9
1060 2029 10
1060 3252 8
1060 7466 5
1060 7603 4
1061 1324 1
1061 3455 6
1061 5153 2
1061 8347 7
1061 9404 2
1062 1966 9
1063 1472 6
1063 2139 4
1063 8586 3
1064 4826 4
1065 1465 2
1065 2161 2
1065 5756 10
1066 1325 3
1068 1151 6
1068 2470 3
1068 2741 5
1068 3552 8
1069 1439 9
1069 2246 4
1069 2651 1
1069 2759 5
1069 3827 9
1070 1500 3
1070 4279 10
1070 5942 8
1071 1962 3
1071 2252 6
1072 3563 7
1073 4825 9
1074 1260 3
1074 2359 5
1074 6113 5
1075 2911 3
1075 4158 9
1075 4638 7
1075 5633 2
1075 6634 9
1076 9932 6
1077 3030 9
1077 4196 2
1077 5770 4
1078 1717 1
1078 4200 8
1078 9546 10
1079 1913 4
1079 8092 6
1080 7796 3
1080 8827 9
1081 4084 7
1082 3578 6
1082 8312 3
1083 1593 4
1083 1598 6
1083 3283 4
1083 3546 6
1083 7893 1
1084 1748 6
1084 1864 6
1084 3855 10
1085 3092 9
1085 3867 4
1085 5224 10
1085 7107 2
1086 3642 8
1086 5216 7
1087 5118 4
1087 7121 8
1087 8772 1
1088 1089 9
1088 1854 4
1088 4088 2
1088 5114 9
1089 4510 1
1089 8704 7
1091 2768 7
1091 3277 7
1092 1289 7
1092 2377 2
1093 1942 8
1093 2346 10
1093 2766 8
1093 9923 5
1094 6515 1
1094 8463 6
1095 2281 5
1096 1868 3
1096 2680 2
1096 4963 9
1097 3109 2
1099 1454 8
1099 3722 6
1099 3881 8
1099 4475 1
1100 4204 3
1100 5790 2
1100 6787 5
1100 9223 3
1101 1728 7
1101 5719 10
1101 5998 4
1104 2472 2
1104 4800 9
1104 5630 6
1104 6800 3
1105 2245 7
1105 2381 7
1106 1924 4
1106 2382 3
1106 3093 5
1106 6079 9
1106 7173 6
1106 8650 3
1107 4920 9
1107 6950 8
1109 1970 6
1110 1312 4
1110 1649 5
1110 1879 6
1110 1940 3
1110 2235 5
1110 2753 7
1110 7973 2
1111 8571 9
1112 2498 3
1112 3315 6
1112 8495 10
1113 1127 10
1113 3202 5
1113 4483 8
1113 8221 5
1114 1235 3
1114 1253 5
1114 5578 2
1114 6173 5
1115 1666 10
1115 2506 3
1115 3405 1
1115 3499 1
1116 2601 10
1116 2607 1
1117 1383 1
1118 2268 5
1118 3179 3
1118 4419 1
1120 2405 4
1121 3586 3
1122 3932 7
1122 7475 10
1123 1507 3
1123 1890 5
1124 1926 7
1124 2572 2
1124 3279 9
1124 9357 10
1125 3821 5
1125 9292 9
1126 1180 10
1126 2417 3
1126 2595 1
1126 4079 6
1127 1128 6
1127 3196 6
1127 6229 6
1128 1882 4
1128 1920 10
1128 3547 7
1128 5800 6
1129 1171 6
1129 1546 1
1129 3239 1
1129 5250 8
1129 5862 2
1130 1522 5
1130 2612 7
1130 3719 9
1130 5740 8
1131 2313 2
1132 1273 3
1132 2284 4
1133 5568 6
1134 4874 3
1135 5591 1
1136 2057 4
1136 2456 6
1136 5120 1
1137 1165 5
1137 1308 5
1137 3261 8
1138 3205 2
1138 3616 10
1139 1599 8
1139 7180 2
1140 4109 8
1140 6283 2
1141 1147 10
1141 1992 1
1142 1977 4
1143 2841 8
1143 3980 7
1143 5121 7
1144 4676 10
1144 9208 5
1145 1513 5
1146 3254 5
1146 6758 10
1147 3752 7
1147 5050 7
1147 6641 7
1148 1590 2
1149 2041 9
1149 2048 6
1149 4557 4
1150 3831 9
1150 5170 5
1151 1806 1
1152 3598 1
1152 6973 9
1152 7739 1
1152 8642 6
1154 1469 2
1154 5070 3
1154 5586 2
1154 9595 4
1155 2462 4
1156 6225 4
1156 7963 1
1157 3131 1
1157 5249 10
1159 1570 9
1159 2207 4
1159 3805 5
1159 4508 3
1159 4794 9
1160 1652 7
1160 8057 10
1161 2188 3
1161 3796 7
1162 1281 10
1163 1415 2
1164 1669 9
1165 8473 10
1166 1435 6
1166 1833 10
1167 1686 9
1167 5829 5
1167 9092 6
1168 1386 1
1168 1444 8
1168 1860 10
1168 5339 6
1169 4596 6
1170 1700 7
1170 4795 3
1171 2644 4
1171 2650 2
1171 3453 7
1171 6806 4
1172 7821 10
1173 1788 10
1173 3581 7
1173 5899 7
1173 8873 9
1174 2261 1
1174 2986 7
1174 5175 1
1174 6301 8
1175 1818 6
1175 5681 5
1176 1346 6
1176 4626 1
1177 6107 4
1179 1485 1
1180 2096 1
1181 2020 5
1181 4171 10
1181 7610 9
1182 1420 7
1182 5278 3
1182 5967 8
1183 1419 9
1183 1725 7
1183 1746 1
1184 5454 2
1184 9421 5
1185 1506 9
1185 1566 10
1185 1789 3
1185 2583 8
1185 3097 2
1185 4397 6
1186 1579 2
1186 2605 10
1186 3150 8
1186 8961 10
1187 1844 7
1188 2271 4
1188 3086 3
1188 3382 2
1188 6457 3
1188 7127 5
1189 1358 9
1189 1681 4
1190 2289 4
1190 4002 8
1190 6144 9
1192 1335 1
1192 2671 10
1193 3071 6
1194 2412 3
1194 3386 5
1194 8244 2
1195 1462 4
1195 2039 8
1195 7188 9
1196 4525 9
1196 7479 7
1197 1238 8
1198 4170 2
1199 4925 3
1199 5619 10
1200 3772 7
1200 4081 2
1201 5376 3
1201 8941 10
1202 1689 8
1202 3393 8
1202 4730 5
1202 5337 10
1202 7962 7
1203 3251 1
1203 4275 9
1203 4534 6
1206 2160 8
1206 4868 9
1207 2981 3
1209 1269 2
1209 1356 9
1209 1931 2
1209 7573 10
1209 9437 7
1210 8387 7
1211 1549 3
1212 3888 8
1212 4631 4
1212 7874 2
1213 3710 2
1214 5176 9
1214 7977 2
1215 1963 8
1215 2729 5
1216 2092 3
1216 5993 7
1216 7174 3
1216 8780 7
1217 1582 7
1217 4715 1
1217 6979 8
1218 2329 1
1218 5056 4
1219 2154 9
1219 3041 6
1220 5168 7
1221 6239 3
1222 8612 4
1224 1835 8
1225 1869 7
1225 2049 5
1225 2410 8
1225 6506 8
1226 2187 9
1226 4043 2
1226 6557 4
1227 2089 8
1227 4469 2
1228 1246 9
1228 1726 8
1228 4015 3
1229 4168 10
1229 4902 6
1229 6949 9
1230 4486 9
1231 4818 10
1231 5058 3
1232 9848 2
1233 3178 8
1233 3999 5
1233 5353 1
1234 1766 7
1234 1985 5
1234 2916 1
1235 1493 10
1235 2750 7
1235 3561 4
1235 3780 9
1235 4918 8
1235 6201 10
1235 6224 3
1235 8393 7
1237 5258 3
1237 5304 6
1238 1532 5
1238 3637 10
1238 8283 3
1240 3009 2
1240 3122 8
1240 3509 2
1241 1432 3
1241 4331 2
1242 1517 8
1242 3329 5
1242 4790 3
1243 1340 6
1244 1320 7
1244 2387 10
1244 5477 8
1244 6244 9
1247 1422 2
1247 4400 3
1247 7329 2
1248 2619 4
1249 1535 8
1250 9800 1
1251 1631 4
1251 1634 3
1252 1878 6
1252 4615 5
1252 4617 8
1252 9962 8
1253 1538 3
1253 2746 4
1253 3056 9
1254 3090 9
1255 2882 6
1255 6797 1
1255 6803 7
1255 8885 8
1257 2935 5
1257 4663 5
1258 6067 5
1259 1692 9
1259 2360 4
1259 3230 7
1259 4114 9
1260 2738 3
1262 1741 6
1262 4257 6
1263 4252 6
1264 2389 6
1264 3364 2
1264 3528 1
1264 4318 2
1265 2652 7
1266 1436 9
1267 6433 2
1267 8988 6
1268 1503 2
1268 2765 6
1269 1389 3
1269 1986 4
1269 6926 4
1269 7542 6
1270 2494 7
1270 3200 8
1270 4156 8
1270 5939 9
1270 7123 3
1271 3595 8
1272 1292 9
1272 3024 2
1273 8914 6
1274 1874 8
1275 1910 1
1275 4821 6
1275 6022 5
1275 7607 1
1276 2538 2
1276 3358 7
1276 4757 9
1277 8870 2
1277 9163 6
1278 1525 8
1278 4325 10
1278 5293 10
1278 6583 3
1279 1705 3
1279 2695 5
1279 4604 10
1279 7782 3
1280 2153 1
1280 3492 10
1281 5755 2
1282 4675 7
1282 8116 4
1283 2068 1
1283 2156 5
1284 4442 4
1285 3262 7
1286 1791 5
1288 5546 2
1288 5754 1
1288 7088 7
1289 2787 7
1291 1668 4
1291 4401 6
1291 5382 3
1291 6399 2
1291 6640 9
1291 7673 6
1291 8931 7
1292 1601 8
1292 1606 9
1292 1856 8
1292 5029 8
1293 1450 9
1293 3743 9
1293 8710 3
1295 2108 1
1295 4908 7
1295 4945 8
1295 8020 10
1296 3444 4
1296 5183 2
1296 5336 5
1297 2008 4
1297 2473 9
1297 5907 7
1298 2610 8
1298 3065 7
1298 3152 7
1299 2085 4
1299 3333 10
1300 6394 10
1301 1458 6
1301 3374 3
1302 8728 7
1304 5233 2
1305 4249 3
1306 2275 1
1307 3794 6
1307 4905 7
1308 1917 10
1308 4809 7
1308 6307 9
1309 2218 4
1309 5256 1
1309 8497 3
1310 1893 3
1310 7665 4
1312 2022 4
1312 8094 7
1312 8956 2
1313 6342 2
1314 4335 5
1314 9229 2
1315 1456 6
1315 1786 9
1315 1831 1
1315 3833 8
1316 2425 8
1318 2262 6
1318 6157 2
1318 7316 4
1318 9341 3
1319 8692 9
1320 3918 5
1320 4219 1
1320 8255 7
1322 4250 3
1323 9150 4
1324 1594 1
1324 2584 2
1324 2957 8
1324 6924 1
1324 8674 6
1326 6062 8
1327 2234 9
1327 8198 7
1328 1796 3
1329 4080 9
1329 4976 6
1330 2628 6
1332 3450 5
1332 9540 6
1333 1591 3
1334 1396 5
1335 2243 6
1335 3194 8
1335 4251 10
1336 2587 2
1336 2653 10
1336 6327 1
1337 4956 7
1337 5360 8
1338 3955 7
1340 1646 10
1340 1757 1
1340 6740 4
1340 7934 5
1341 1973 1
1341 7674 8
1342 1812 8
1342 2283 4
1342 2447 4
1342 6858 1
1343 4408 1
1344 2330 10
1345 7294 6
1346 1464 9
1346 7181 7
