1000 2700
778 882 9
778 877 3
778 873 3
779 870 1
779 854 10
779 875 7
780 899 5
780 833 6
780 837 2
781 860 8
781 806 4
781 887 3
782 862 3
782 890 2
782 881 7
783 875 5
783 859 2
783 812 2
784 864 7
784 831 5
784 807 4
785 833 8
785 859 2
785 830 7
786 853 6
786 833 8
786 880 9
787 890 6
787 888 8
787 855 5
788 869 10
788 888 10
788 879 1
789 831 8
789 867 10
789 891 8
790 856 5
790 885 3
790 896 3
791 862 1
791 880 3
791 882 8
792 854 3
792 875 10
792 820 6
793 833 3
793 837 10
793 852 3
794 842 6
794 887 10
794 839 9
795 849 10
795 821 6
795 857 7
796 811 5
796 872 4
796 807 4
797 863 5
797 869 2
797 828 6
798 815 7
798 844 4
798 820 2
799 883 7
799 831 8
799 860 5
800 841 8
800 886 9
800 879 7
801 977 10
801 976 7
801 966 4
802 953 6
802 937 5
802 962 2
803 966 5
803 951 2
803 920 6
804 930 4
804 954 4
804 972 2
805 956 5
805 933 4
805 992 7
806 929 8
806 988 1
806 977 4
807 959 4
807 937 3
807 949 2
808 997 9
808 909 6
808 954 7
809 909 6
809 984 8
809 924 7
810 935 7
810 995 3
810 927 1
811 908 9
811 930 3
811 957 3
812 906 2
812 990 8
812 919 10
813 992 1
813 954 6
813 982 3
814 994 7
814 987 7
814 916 5
815 907 7
815 916 3
815 955 6
816 932 2
816 954 8
816 990 7
817 929 4
817 924 6
817 934 9
818 992 8
818 976 6
818 988 9
819 901 2
819 949 7
819 938 1
820 974 4
820 912 9
820 1000 5
821 968 6
821 990 7
821 920 10
822 930 3
822 979 3
822 942 3
823 903 9
823 934 8
823 979 10
824 963 7
824 999 10
824 971 3
825 940 10
825 985 9
825 939 6
826 944 10
826 995 7
826 968 8
827 986 10
827 927 8
827 956 7
828 967 7
828 912 10
828 920 1
829 945 10
829 988 6
829 935 5
830 911 9
830 920 10
830 995 1
831 911 6
831 902 10
831 909 7
832 988 7
832 945 9
832 934 10
833 937 1
833 968 6
833 941 3
834 970 4
834 915 10
834 992 3
835 909 5
835 941 2
835 915 3
836 941 9
836 942 10
836 903 6
837 919 2
837 916 5
837 972 5
838 995 5
838 980 9
838 954 7
839 988 1
839 945 10
839 913 9
840 999 9
840 911 4
840 985 8
841 904 3
841 987 10
841 913 1
842 914 9
842 916 1
842 926 8
843 913 8
843 972 9
843 970 9
844 952 1
844 920 9
844 903 5
845 907 5
845 963 6
845 978 8
846 967 10
846 941 7
846 908 9
847 983 9
847 972 8
847 974 7
848 935 9
848 961 5
848 971 1
849 910 4
849 936 5
849 928 9
850 919 4
850 993 10
850 958 7
851 939 10
851 958 8
851 947 5
852 937 4
852 904 4
852 985 10
853 988 10
853 950 3
853 901 6
854 958 6
854 970 2
854 910 3
855 999 6
855 918 9
855 975 8
856 957 8
856 927 1
856 970 4
857 926 5
857 933 5
857 954 6
858 902 4
858 924 10
858 905 8
859 935 7
859 995 5
859 908 3
860 905 6
860 950 9
860 916 4
861 950 5
861 924 9
861 943 3
862 914 10
862 943 6
862 946 7
863 939 2
863 960 4
863 957 4
864 925 5
864 918 2
864 944 2
865 951 6
865 904 1
865 980 1
866 901 5
866 903 10
866 943 1
867 945 3
867 976 9
867 965 10
868 983 1
868 933 9
868 998 3
869 976 6
869 989 10
869 965 2
870 940 10
870 906 7
870 977 4
871 931 6
871 919 7
871 962 7
872 903 10
872 945 9
872 954 2
873 976 3
873 901 9
873 996 6
874 990 3
874 982 1
874 913 3
875 913 7
875 986 8
875 910 1
876 951 1
876 991 6
876 925 5
877 982 7
877 933 2
877 973 5
878 962 6
878 911 2
878 948 6
879 910 5
879 952 8
879 922 9
880 989 7
880 919 7
880 922 6
881 996 4
881 903 4
881 967 2
882 938 7
882 940 1
882 945 9
883 950 6
883 965 4
883 974 7
884 967 8
884 914 6
884 906 6
885 994 1
885 932 3
885 964 5
886 934 9
886 935 7
886 957 4
887 912 10
887 939 5
887 906 7
888 951 7
888 937 2
888 968 6
889 947 7
889 966 6
889 983 4
890 981 4
890 917 9
890 987 8
891 995 10
891 928 4
891 997 7
892 950 8
892 913 8
892 984 8
893 967 2
893 957 1
893 983 5
894 938 7
894 940 7
894 901 4
895 905 6
895 944 2
895 916 5
896 969 6
896 988 5
896 910 8
897 946 4
897 920 9
897 951 9
898 926 10
898 955 5
898 999 1
899 909 5
899 992 10
899 927 6
900 903 1
900 967 1
900 942 8
