10000 28500
1772 2497 1
1773 2188 10
1773 2211 3
1773 2094 9
1774 2403 1
1774 2459 10
1774 2347 6
1775 2495 5
1775 2413 2
1775 2082 3
1776 2341 4
1776 2361 10
1776 2488 6
1777 2344 7
1777 2324 9
1777 2023 6
1778 2466 6
1778 2230 6
1778 2025 5
1779 2205 9
1779 2025 7
1779 2145 2
1780 2203 5
1780 2442 6
1780 2370 4
1781 2308 6
1781 2222 2
1781 2420 7
1782 2011 7
1782 2391 10
1782 2151 5
1783 2242 10
1783 2461 3
1783 2331 3
1784 2409 7
1784 2319 4
1784 2340 4
1785 2335 7
1785 2341 9
1785 2279 8
1786 2497 2
1786 2401 3
1786 2352 5
1787 2312 10
1787 2316 8
1787 2070 7
1788 2175 5
1788 2225 6
1788 2499 2
1789 2282 2
1789 2331 2
1789 2470 2
1790 2032 8
1790 2388 2
1790 2241 9
1791 2160 6
1791 2077 4
1791 2396 7
1792 2307 6
1792 2384 2
1792 2348 3
1793 2290 4
1793 2315 7
1793 2191 2
1794 2287 9
1794 2335 6
1794 2094 6
1795 2336 3
1795 2163 5
1795 2393 10
1796 2402 5
1796 2066 6
1796 2135 6
1797 2134 1
1797 2140 10
1797 2298 1
1798 2186 6
1798 2408 5
1798 2328 10
1799 2493 10
1799 2368 3
1799 2198 4
1800 2157 9
1800 2048 4
1800 2103 6
1801 2399 5
1801 2261 2
1801 2233 8
1802 2045 10
1802 2271 7
1802 2195 6
1803 2375 9
1803 2283 4
1803 2151 3
1804 2260 4
1804 2211 2
1804 2010 8
1805 2495 6
1805 2099 1
1805 2304 4
1806 2311 8
1806 2046 8
1806 2237 5
1807 2137 9
1807 2305 10
1807 2268 3
1808 2037 5
1808 2303 8
1808 2349 10
1809 2468 1
1809 2069 10
1809 2015 4
1810 2197 9
1810 2238 10
1810 2133 2
1811 2002 10
1811 2286 8
1811 2496 8
1812 2094 6
1812 2122 2
1812 2499 10
1813 2465 1
1813 2059 5
1813 2067 6
1814 2253 9
1814 2182 7
1814 2327 1
1815 2408 7
1815 2391 10
1815 2206 8
1816 2330 5
1816 2065 1
1816 2455 2
1817 2280 7
1817 2227 4
1817 2279 1
1818 2427 6
1818 2148 1
1818 2374 5
1819 2164 3
1819 2137 9
1819 2382 3
1820 2404 4
1820 2482 5
1820 2045 1
1821 2084 1
1821 2083 2
1821 2101 8
1822 2141 3
1822 2316 10
1822 2265 6
1823 2265 4
1823 2195 3
1823 2404 2
1824 2091 1
1824 2227 6
1824 2413 4
1825 2477 2
1825 2107 1
1825 2373 2
1826 2062 10
1826 2379 9
1826 2445 4
1827 2415 7
1827 2477 8
1827 2473 4
1828 2389 2
1828 2167 5
1828 2131 5
1829 2104 7
1829 2478 9
1829 2039 9
1830 2222 1
1830 2241 4
1830 2456 8
1831 2151 6
1831 2324 10
1831 2259 2
1832 2283 3
1832 2297 1
1832 2367 8
1833 2240 4
1833 2039 10
1833 2371 5
1834 2215 9
1834 2400 10
1834 2453 5
1835 2442 8
1835 2329 10
1835 2490 8
1836 2218 7
1836 2410 6
1836 2456 7
1837 2127 6
1837 2191 6
1837 2228 8
1838 2404 7
1838 2231 7
1838 2452 1
1839 2263 5
1839 2359 4
1839 2024 2
1840 2162 3
1840 2399 3
1840 2458 1
1841 2239 3
1841 2297 7
1841 2447 4
1842 2205 8
1842 2415 2
1842 2343 7
1843 2221 7
1843 2376 4
1843 2116 2
1844 2209 10
1844 2153 8
1844 2163 1
1845 2010 3
1845 2441 4
1845 2410 9
1846 2427 2
1846 2498 10
1846 2351 10
1847 2293 2
1847 2118 3
1847 2217 1
1848 2408 6
1848 2274 8
1848 2092 8
1849 2471 1
1849 2071 5
1849 2153 9
1850 2011 6
1850 2176 3
1850 2179 1
1851 2399 1
1851 2370 1
1851 2277 8
1852 2243 9
1852 2383 9
1852 2278 9
1853 2099 7
1853 2297 2
1853 2488 2
1854 2156 9
1854 2242 10
1854 2015 2
1855 2382 3
1855 2174 5
1855 2498 8
1856 2092 6
1856 2368 10
1856 2210 2
1857 2237 2
1857 2493 10
1857 2407 4
1858 2157 8
1858 2188 6
1858 2136 2
1859 2248 1
1859 2219 10
1859 2301 9
1860 2172 5
1860 2414 5
1860 2293 3
1861 2482 3
1861 2021 4
1861 2212 2
1862 2429 9
1862 2003 4
1862 2304 1
1863 2333 3
1863 2232 7
1863 2348 8
1864 2307 8
1864 2377 1
1864 2368 4
1865 2485 7
1865 2255 1
1865 2362 9
1866 2346 8
1866 2176 8
1866 2001 9
1867 2306 9
1867 2380 5
1867 2428 4
1868 2349 9
1868 2336 3
1868 2174 3
1869 2258 3
1869 2169 6
1869 2088 6
1870 2090 1
1870 2269 5
1870 2142 5
1871 2021 3
1871 2476 8
1871 2249 6
1872 2013 10
1872 2296 4
1872 2248 9
1873 2090 4
1873 2133 9
1873 2434 9
1874 2395 3
1874 2482 7
1874 2156 8
1875 2159 8
1875 2189 8
1875 2356 4
1876 2486 4
1876 2035 7
1876 2430 1
1877 2296 4
1877 2117 10
1877 2371 9
1878 2251 8
1878 2099 4
1878 2086 6
1879 2301 4
1879 2188 5
1879 2158 6
1880 2272 5
1880 2269 9
1880 2301 2
1881 2338 2
1881 2024 2
1881 2437 10
1882 2336 2
1882 2281 2
1882 2017 10
1883 2454 8
1883 2485 8
1883 2241 9
1884 2053 3
1884 2169 7
1884 2345 8
1885 2454 5
1885 2048 7
1885 2212 9
1886 2198 6
1886 2020 2
1886 2388 7
1887 2020 8
1887 2253 3
1887 2062 4
1888 2122 8
1888 2376 1
1888 2148 8
1889 2351 2
1889 2257 2
1889 2160 7
1890 2070 3
1890 2210 6
1890 2205 6
1891 2309 9
1891 2324 9
1891 2432 5
1892 2140 2
1892 2117 10
1892 2427 5
1893 2439 6
1893 2368 5
1893 2145 7
1894 2117 7
1894 2393 2
1894 2366 4
1895 2465 10
1895 2205 2
1895 2347 8
1896 2089 2
1896 2463 9
1896 2436 3
1897 2216 6
1897 2460 6
1897 2026 3
1898 2118 8
1898 2330 7
1898 2068 2
1899 2070 1
1899 2032 8
1899 2064 6
1900 2384 8
1900 2383 8
1900 2376 9
1901 2281 6
1901 2440 8
1901 2259 8
1902 2183 4
1902 2280 7
1902 2085 2
1903 2197 4
1903 2134 9
1903 2277 7
1904 2429 1
1904 2136 3
1904 2409 4
1905 2238 1
1905 2032 8
1905 2422 7
1906 2178 4
1906 2340 6
1906 2127 2
1907 2465 6
1907 2059 2
1907 2011 3
1908 2143 5
1908 2209 10
1908 2450 8
1909 2077 2
1909 2292 5
1909 2142 9
1910 2417 1
1910 2240 5
1910 2358 4
1911 2212 1
1911 2122 8
1911 2387 3
1912 2421 9
1912 2139 1
1912 2444 3
1913 2279 2
1913 2267 4
1913 2030 2
1914 2479 10
1914 2183 7
1914 2461 3
1915 2078 1
1915 2325 8
1915 2064 3
1916 2340 3
1916 2220 8
1916 2482 5
1917 2232 7
1917 2065 5
1917 2455 4
1918 2276 5
1918 2334 9
1918 2337 3
1919 2435 7
1919 2348 9
1919 2391 4
1920 2099 5
1920 2356 9
1920 2333 4
1921 2060 3
1921 2388 2
1921 2073 4
1922 2195 1
1922 2079 1
1922 2086 1
1923 2247 5
1923 2146 1
1923 2062 6
1924 2057 6
1924 2317 1
1924 2181 3
1925 2127 8
1925 2222 1
1925 2415 6
1926 2274 8
1926 2351 3
1926 2048 9
1927 2417 7
1927 2268 2
1927 2358 5
1928 2255 3
1928 2079 8
1928 2375 5
1929 2069 3
1929 2238 1
1929 2115 9
1930 2037 10
1930 2408 4
1930 2238 9
1931 2038 7
1931 2049 8
1931 2219 7
1932 2164 10
1932 2489 7
1932 2385 2
1933 2001 9
1933 2024 2
1933 2477 6
1934 2317 2
1934 2083 4
1934 2410 4
1935 2396 6
1935 2409 8
1935 2356 9
1936 2149 2
1936 2449 4
1936 2180 2
1937 2224 5
1937 2230 8
1937 2286 2
1938 2178 5
1938 2349 9
1938 2334 5
1939 2300 2
1939 2238 10
1939 2352 4
1940 2097 1
1940 2389 1
1940 2378 8
1941 2251 1
1941 2396 9
1941 2099 2
1942 2129 2
1942 2044 9
1942 2121 1
1943 2072 9
1943 2478 2
1943 2402 3
1944 2279 8
1944 2166 5
1944 2392 6
1945 2203 4
1945 2425 8
1945 2042 8
1946 2201 1
1946 2394 4
1946 2105 6
1947 2349 4
1947 2074 4
1947 2045 4
1948 2379 4
1948 2326 1
1948 2287 4
1949 2025 9
1949 2336 3
1949 2161 2
1950 2419 2
1950 2319 3
1950 2446 3
1951 2014 1
1951 2498 2
1951 2248 9
1952 2173 5
1952 2439 9
1952 2276 6
1953 2129 8
1953 2493 5
1953 2138 10
1954 2475 9
1954 2440 9
1954 2418 4
1955 2241 6
1955 2261 10
1955 2067 2
1956 2122 8
1956 2379 1
1956 2340 5
1957 2370 7
1957 2482 9
1957 2469 3
1958 2376 4
1958 2313 6
1958 2048 8
1959 2428 5
1959 2337 3
1959 2069 2
1960 2346 10
1960 2310 2
1960 2312 9
1961 2355 9
1961 2109 9
1961 2184 1
1962 2083 4
1962 2128 3
1962 2290 4
1963 2126 9
1963 2198 4
1963 2301 8
1964 2143 10
1964 2238 6
1964 2334 10
1965 2213 3
1965 2411 3
1965 2353 8
1966 2332 4
1966 2104 3
1966 2054 3
1967 2175 4
1967 2282 8
1967 2402 9
1968 2430 10
1968 2186 7
1968 2076 10
1969 2477 7
1969 2270 8
1969 2002 9
1970 2259 6
1970 2407 4
1970 2475 5
1971 2457 4
1971 2469 5
1971 2200 7
1972 2016 2
1972 2006 5
1972 2080 10
1973 2266 10
1973 2453 4
1973 2134 5
1974 2110 4
1974 2145 2
1974 2210 10
1975 2021 6
1975 2245 10
1975 2230 9
1976 2051 5
1976 2372 7
1976 2058 5
1977 2173 9
1977 2243 6
1977 2207 10
1978 2439 6
1978 2340 6
1978 2200 4
1979 2395 3
1979 2251 3
1979 2500 7
1980 2140 5
1980 2471 5
1980 2491 6
1981 2427 3
1981 2112 10
1981 2218 7
1982 2173 3
1982 2096 6
1982 2052 3
1983 2355 3
1983 2325 10
1983 2100 8
1984 2384 2
1984 2072 8
1984 2022 8
1985 2298 8
1985 2302 1
1985 2100 3
1986 2073 6
1986 2144 4
1986 2357 2
1987 2206 5
1987 2162 7
1987 2211 4
1988 2351 5
1988 2370 6
1988 2343 9
1989 2387 8
1989 2082 10
1989 2196 4
1990 2070 3
1990 2302 8
1990 2197 3
1991 2056 7
1991 2185 6
1991 2176 7
1992 2051 9
1992 2140 6
1992 2316 8
1993 2005 7
1993 2447 10
1993 2371 7
1994 2184 7
1994 2437 4
1994 2388 1
1995 2491 2
1995 2031 7
1995 2465 9
1996 2010 9
1996 2145 10
1996 2235 1
1997 2247 7
1997 2072 9
1997 2262 4
1998 2299 10
1998 2185 7
1998 2029 3
1999 2193 3
1999 2243 10
1999 2261 7
2000 2014 1
2000 2078 7
2000 2094 5
2001 2865 4
2001 2804 7
2001 2790 9
2002 2864 10
2002 2885 7
2002 2783 10
2003 2623 2
2003 2666 1
2003 2802 5
2004 2679 8
2004 2969 2
2004 2695 10
2005 2725 10
2005 2990 5
2005 2617 2
2006 2868 6
2006 2844 1
2006 2875 9
2007 2757 8
2007 2975 9
2007 2556 9
2008 2980 2
2008 2717 9
2008 2663 5
2009 2785 3
2009 2620 5
2009 2535 2
2010 2746 8
2010 2671 5
2010 2718 8
2011 2612 5
2011 2705 10
2011 2950 1
2012 2522 5
2012 2596 1
2012 2796 8
2013 2728 2
2013 2572 6
2013 2725 10
2014 2585 9
2014 2594 7
2014 2564 10
2015 2731 10
2015 2596 4
2015 2685 2
2016 2902 6
2016 2843 7
2016 2567 10
2017 2679 6
2017 2682 9
2017 2615 2
2018 2694 6
2018 2535 2
2018 2931 1
2019 2880 9
2019 2791 7
2019 2512 7
2020 2728 8
2020 2596 2
2020 2868 3
2021 2953 5
2021 2999 7
2021 2673 4
2022 2952 2
2022 2549 1
2022 2753 7
2023 2867 1
2023 2910 2
2023 2522 10
2024 2750 2
2024 2554 4
2024 2817 2
2025 2978 9
2025 2842 5
2025 2548 5
2026 2544 6
2026 2891 5
2026 2699 9
2027 2648 2
2027 2575 3
2027 2529 3
2028 2523 9
2028 2959 7
2028 2858 5
2029 2693 1
2029 2608 3
2029 2750 3
2030 2841 4
2030 2908 1
2030 2786 6
2031 2672 6
2031 2775 2
2031 2941 10
2032 2925 3
2032 2997 3
2032 2716 10
2033 2678 3
2033 2604 7
2033 2672 8
2034 2820 7
2034 2726 7
2034 2668 3
2035 2535 7
2035 2917 8
2035 2698 6
2036 2950 4
2036 2529 1
2036 2987 10
2037 2572 8
2037 2520 10
2037 2752 6
2038 2540 6
2038 2573 10
2038 2519 7
2039 2532 10
2039 2877 9
2039 2698 7
2040 2736 2
2040 2502 9
2040 2568 6
2041 2562 2
2041 2794 1
2041 2758 9
2042 2856 10
2042 2505 4
2042 2719 1
2043 2934 4
2043 2926 7
2043 2606 4
2044 2725 3
2044 2766 8
2044 2638 3
2045 2613 5
2045 2587 6
2045 2869 3
2046 2823 6
2046 2875 9
2046 2544 9
2047 2685 4
2047 2558 10
2047 2518 5
2048 2683 7
2048 2940 8
2048 2789 7
2049 2651 9
2049 2977 2
2049 2601 1
2050 2736 2
2050 2656 9
2050 2699 1
2051 2766 10
2051 2749 9
2051 2808 7
2052 2917 6
2052 2533 5
2052 2715 5
2053 2654 8
2053 2520 4
2053 2815 10
2054 2937 9
2054 2785 8
2054 2715 10
2055 2906 2
2055 2515 3
2055 2712 9
2056 2520 5
2056 2522 10
2056 2979 5
2057 2978 8
2057 2892 9
2057 2544 1
2058 2812 3
2058 2801 7
2058 2996 10
2059 2578 1
2059 2636 6
2059 2793 6
2060 2671 5
2060 2644 1
2060 2827 4
2061 2996 5
2061 2570 10
2061 2998 9
2062 2738 4
2062 2998 3
2062 2768 5
2063 2728 8
2063 2691 5
2063 2648 4
2064 2650 1
2064 2694 6
2064 2911 4
2065 2504 8
2065 2819 6
2065 2702 5
2066 2875 4
2066 2730 4
2066 2533 8
2067 2872 5
2067 2574 6
2067 2635 8
2068 2825 4
2068 2812 4
2068 2759 7
2069 2787 10
2069 2591 2
2069 2933 10
2070 2576 4
2070 2518 4
2070 2957 9
2071 2810 6
2071 2942 7
2071 2647 9
2072 2781 5
2072 2954 4
2072 2857 9
2073 2827 6
2073 2870 6
2073 2859 7
2074 2606 5
2074 2518 4
2074 2712 3
2075 2723 8
2075 2816 8
2075 2683 7
2076 2969 9
2076 2704 10
2076 2850 9
2077 2699 6
2077 2696 2
2077 2927 4
2078 2806 3
2078 2692 8
2078 2944 10
2079 2698 3
2079 2567 3
2079 2857 6
2080 2523 6
2080 2685 5
2080 2726 6
2081 2558 4
2081 2980 6
2081 2768 6
2082 2556 3
2082 2957 5
2082 2639 7
2083 2845 3
2083 2860 6
2083 2584 9
2084 2982 1
2084 2771 6
2084 2907 1
2085 2701 6
2085 2584 9
2085 2662 6
2086 2750 3
2086 2906 9
2086 2992 4
2087 2734 7
2087 2669 3
2087 2900 9
2088 2745 4
2088 2779 9
2088 2671 7
2089 2621 2
2089 2518 5
2089 2943 2
2090 2580 8
2090 2634 6
2090 2563 1
2091 2827 5
2091 2680 2
2091 2727 4
2092 2687 8
2092 2947 5
2092 2552 2
2093 2978 7
2093 2683 1
2093 2509 8
2094 2588 5
2094 2925 4
2094 2999 7
2095 2674 9
2095 2846 2
2095 2934 8
2096 2796 9
2096 2521 7
2096 2672 8
2097 2877 7
2097 2641 8
2097 2538 2
2098 2791 2
2098 2810 1
2098 2546 8
2099 2634 9
2099 2844 5
2099 2512 8
2100 2914 9
2100 2665 1
2100 2849 9
2101 2634 3
2101 2554 4
2101 2588 9
2102 2809 8
2102 2773 10
2102 2980 8
2103 2570 5
2103 2739 4
2103 2825 7
2104 2666 10
2104 2704 2
2104 2568 1
2105 2610 3
2105 2722 10
2105 2503 7
2106 2855 5
2106 2525 3
2106 2514 5
2107 2730 4
2107 2625 1
2107 2686 4
2108 2809 6
2108 2586 8
2108 2967 2
2109 2879 1
2109 2663 5
2109 2538 3
2110 2517 3
2110 2921 5
2110 2655 1
2111 2878 1
2111 2819 2
2111 2913 10
2112 2677 10
2112 2552 9
2112 2763 1
2113 2598 8
2113 2604 4
2113 2846 2
2114 2691 1
2114 2807 8
2114 2516 6
2115 2579 1
2115 2806 4
2115 2648 6
2116 2962 9
2116 2854 6
2116 2989 5
2117 2515 9
2117 2936 8
2117 2714 2
2118 2788 3
2118 2533 2
2118 2978 10
2119 2703 8
2119 2602 6
2119 2840 9
2120 2856 1
2120 2534 10
2120 2809 4
2121 2981 8
2121 2546 7
2121 2887 10
2122 2817 1
2122 2695 3
2122 2831 7
2123 2628 5
2123 2998 6
2123 2949 1
2124 2539 9
2124 2840 6
2124 2915 7
2125 2831 1
2125 2860 9
2125 2801 1
2126 2869 1
2126 2778 1
2126 2535 5
2127 2642 5
2127 2993 8
2127 2673 10
2128 2932 10
2128 2870 1
2128 2729 4
2129 2849 10
2129 2938 10
2129 2924 1
2130 2597 5
2130 2683 2
2130 2505 9
2131 2507 7
2131 2630 8
2131 2926 6
2132 2817 6
2132 2678 1
2132 2654 10
2133 2944 8
2133 2886 8
2133 2676 7
2134 2936 3
2134 2995 6
2134 2647 4
2135 2910 7
2135 2947 5
2135 2801 7
2136 2818 7
2136 2737 2
2136 2508 4
2137 2800 8
2137 2921 3
2137 2965 3
2138 2797 1
2138 2980 1
2138 2515 9
2139 2535 6
2139 2989 2
2139 2545 6
2140 2735 1
2140 2764 7
2140 2757 6
2141 2838 3
2141 2989 3
2141 2636 4
2142 2528 4
2142 2585 9
2142 2636 8
2143 2802 8
2143 2545 7
2143 2713 9
2144 2918 7
2144 2662 4
2144 2844 10
2145 2666 10
2145 2770 6
2145 2644 7
2146 2653 4
2146 2775 2
2146 2701 1
2147 2750 9
2147 2995 10
2147 2842 4
2148 2809 8
2148 2644 8
2148 2621 7
2149 2928 8
2149 2720 4
2149 2938 1
2150 2697 6
2150 2596 7
2150 2719 8
2151 2874 6
2151 2627 8
2151 2605 2
2152 2916 2
2152 2818 5
2152 2767 2
2153 2824 2
2153 2948 9
2153 2555 7
2154 2747 7
2154 2554 5
2154 2745 10
2155 2835 4
2155 2592 3
2155 2541 2
2156 2875 8
2156 2675 2
2156 2518 1
2157 2512 7
2157 2801 2
2157 2716 2
2158 2865 4
2158 2547 10
2158 2709 9
2159 2586 3
2159 2634 4
2159 2757 3
2160 2550 1
2160 2652 1
2160 2566 8
2161 2806 9
2161 2568 6
2161 2919 7
2162 2596 7
2162 2763 1
2162 2833 6
2163 2596 8
2163 2639 10
2163 2757 1
2164 2513 3
2164 2927 6
2164 2528 7
2165 2858 8
2165 2916 2
2165 2600 10
2166 2562 4
2166 2648 5
2166 2991 4
2167 2804 7
2167 2753 10
2167 2663 10
2168 2510 6
2168 2655 3
2168 2958 6
2169 2939 8
2169 2915 1
2169 2507 3
2170 2790 2
2170 2517 8
2170 2839 10
2171 2968 7
2171 2521 5
2171 2982 8
2172 2876 9
2172 2598 9
2172 2901 2
2173 2776 3
2173 2675 6
2173 2903 8
2174 2939 6
2174 2942 2
2174 2981 5
2175 2692 8
2175 2915 8
2175 2880 4
2176 2793 2
2176 2555 5
2176 2789 7
2177 2575 10
2177 2807 9
2177 2579 3
2178 2542 2
2178 2870 2
2178 2540 9
2179 2620 6
2179 2727 3
2179 2783 2
2180 2776 8
2180 2756 3
2180 2574 3
2181 2521 8
2181 2708 4
2181 2731 5
2182 2754 3
2182 2947 4
2182 2813 1
2183 2620 5
2183 2670 9
2183 2758 4
2184 2970 2
2184 2665 4
2184 2623 8
2185 2920 3
2185 2746 5
2185 2829 4
2186 2513 4
2186 2724 7
2186 2962 5
2187 2772 7
2187 2573 10
2187 2778 3
2188 2746 9
2188 2550 4
2188 2784 2
2189 2668 4
2189 2605 10
2189 2799 1
2190 2839 9
2190 2652 1
2190 2958 5
2191 2652 1
2191 2889 6
2191 2530 1
2192 2560 8
2192 2812 9
2192 2581 5
2193 2791 7
2193 2742 1
2193 2822 2
2194 2955 5
2194 2999 8
2194 2785 9
2195 2978 6
2195 2863 3
2195 2548 6
2196 2646 2
2196 2969 7
2196 2898 10
2197 2598 6
2197 2663 6
2197 2572 10
2198 2999 1
2198 2844 7
2198 2544 6
2199 2867 8
2199 2887 6
2199 2772 7
2200 2763 10
2200 2614 4
2200 2777 8
2201 2501 3
2201 2892 10
2201 2693 3
2202 2821 9
2202 2857 3
2202 2974 10
2203 2835 6
2203 2996 2
2203 2624 10
2204 2635 8
2204 2532 5
2204 2971 1
2205 2879 9
2205 2868 6
2205 2847 5
2206 2936 2
2206 2932 2
2206 2775 7
2207 2969 5
2207 2801 5
2207 2674 3
2208 2915 7
2208 2683 7
2208 2738 10
2209 2869 5
2209 2629 7
2209 2691 1
2210 2841 6
2210 2697 2
2210 2930 5
2211 2949 5
2211 2737 7
2211 2981 6
2212 2698 1
2212 2754 6
2212 2558 3
2213 2838 10
2213 2602 8
2213 2591 4
2214 2602 3
2214 2937 5
2214 2711 2
2215 2841 1
2215 2802 6
2215 2768 7
2216 2691 10
2216 2947 7
2216 2940 8
2217 2750 4
2217 2578 7
2217 2958 10
2218 2595 4
2218 2982 6
2218 2776 3
2219 2651 8
2219 2836 1
2219 2619 5
2220 2620 7
2220 2957 5
2220 2996 7
2221 2550 1
2221 2501 3
2221 2557 5
2222 2712 5
2222 2807 5
2222 2741 3
2223 2998 8
2223 2675 4
2223 2603 1
2224 2712 10
2224 2547 3
2224 2742 9
2225 2952 4
2225 2605 8
2225 2550 1
2226 2600 7
2226 2836 8
2226 2651 3
2227 2690 9
2227 2671 6
2227 2988 3
2228 2825 4
2228 2871 8
2228 2931 9
2229 2944 2
2229 2678 1
2229 2947 5
2230 2709 6
2230 2718 8
2230 2966 6
2231 2754 4
2231 2897 10
2231 2607 10
2232 2974 10
2232 2905 3
2232 2638 3
2233 2548 6
2233 2816 7
2233 2518 5
2234 2824 2
2234 2873 5
2234 2952 9
2235 2533 4
2235 2737 8
2235 2572 8
2236 2936 7
2236 2829 7
2236 2673 5
2237 2524 6
2237 2961 7
2237 2999 8
2238 2782 8
2238 2832 4
2238 2917 1
2239 2666 4
2239 2961 5
2239 2934 9
2240 2596 7
2240 2925 5
2240 2631 8
2241 2860 9
2241 2562 9
2241 2792 2
2242 2762 7
2242 2934 4
2242 2781 10
2243 2601 8
2243 2832 9
2243 2934 2
2244 2508 7
2244 2993 1
2244 2874 3
2245 2732 4
2245 2752 10
2245 2509 6
2246 2998 7
2246 2548 10
2246 2732 9
2247 2527 10
2247 2617 6
2247 2807 2
2248 2739 3
2248 2927 6
2248 2990 1
2249 2659 4
2249 2957 10
2249 2648 6
2250 2786 10
2250 2866 4
2250 2509 8
2251 2818 4
2251 2795 3
2251 2827 7
2252 2980 6
2252 2996 8
2252 2887 6
2253 2761 2
2253 2575 9
2253 2653 9
2254 2787 8
2254 2984 5
2254 2566 2
2255 2796 1
2255 2908 10
2255 2863 4
2256 2548 5
2256 2557 4
2256 2776 1
2257 2627 5
2257 2920 3
2257 2653 8
2258 2530 5
2258 2832 1
2258 2898 3
2259 2816 1
2259 2895 1
2259 2690 10
2260 2612 4
2260 2859 8
2260 2696 4
2261 2642 6
2261 2933 9
2261 2817 5
2262 2524 3
2262 2631 8
2262 2512 8
2263 2982 7
2263 2981 3
2263 2993 2
2264 2970 10
2264 2823 7
2264 2674 10
2265 2758 6
2265 2681 5
2265 2836 4
2266 2629 7
2266 2837 2
2266 2869 3
2267 2725 6
2267 2641 4
2267 2652 5
2268 2704 5
2268 2675 8
2268 2581 4
2269 2786 10
2269 2856 4
2269 2826 5
2270 2736 9
2270 2790 2
2270 2709 1
2271 2515 6
2271 2813 6
2271 2617 5
2272 2952 2
2272 2654 6
2272 2608 5
2273 2939 3
2273 2820 10
2273 2990 8
2274 2700 6
2274 2540 7
2274 2611 2
2275 2645 4
2275 2604 1
2275 2686 10
2276 2596 2
2276 2987 3
2276 2916 4
2277 2955 7
2277 2634 5
2277 2570 9
2278 2681 5
2278 2784 3
2278 2994 6
2279 2680 8
2279 2997 1
2279 2648 3
2280 2916 9
2280 2549 9
2280 2890 3
2281 2915 3
2281 2626 2
2281 2900 9
2282 2674 9
2282 2705 5
2282 2583 2
2283 2867 4
2283 2893 1
2283 2870 4
2284 2549 6
2284 2515 5
2284 2538 9
2285 2952 7
2285 2954 7
2285 2664 8
2286 2710 8
2286 2781 5
2286 2641 8
2287 2789 3
2287 2991 7
2287 2637 1
2288 2647 3
2288 2992 2
2288 2658 8
2289 2966 5
2289 2604 8
2289 2674 6
2290 2552 1
2290 2599 3
2290 2957 9
2291 2724 7
2291 2814 8
2291 2819 1
2292 2876 5
2292 2528 3
2292 2936 1
2293 2716 1
2293 2542 9
2293 2822 4
2294 2844 2
2294 2849 7
2294 2909 6
2295 2984 8
2295 2542 5
2295 2563 7
2296 2846 9
2296 2927 5
2296 2675 1
2297 2724 2
2297 2680 3
2297 2869 2
2298 2541 5
2298 2786 6
2298 2914 9
2299 2515 6
2299 2662 1
2299 2596 7
2300 2774 7
2300 2698 10
2300 2973 6
2301 2596 7
2301 2503 2
2301 2982 8
2302 2693 4
2302 2614 10
2302 2705 5
2303 2995 3
2303 2744 8
2303 2750 4
2304 2699 9
2304 2561 6
2304 2772 8
2305 2505 2
2305 2985 7
2305 2827 2
2306 2879 5
2306 2571 6
2306 2735 6
2307 2558 10
2307 2897 3
2307 2811 7
2308 2912 2
2308 2943 10
2308 2786 1
2309 2526 8
2309 2961 4
2309 2720 8
2310 2577 1
2310 2933 2
2310 2523 1
2311 2519 7
2311 2954 9
2311 2900 3
2312 2762 2
2312 2524 2
2312 2974 3
2313 2684 10
2313 2808 1
2313 2759 8
2314 2931 3
2314 2856 4
2314 2522 4
2315 2885 1
2315 2669 4
2315 2770 9
2316 2622 4
2316 2796 1
2316 2754 6
2317 2984 9
2317 2926 8
2317 2592 7
2318 2994 9
2318 2561 8
2318 2566 3
2319 2733 1
2319 2790 6
2319 2799 10
2320 2976 7
2320 2667 7
2320 2663 4
2321 2656 10
2321 2790 7
2321 2502 4
2322 2760 6
2322 2592 2
2322 2707 6
2323 2569 2
2323 2745 2
2323 2867 2
2324 2676 1
2324 2522 10
2324 2538 10
2325 2877 3
2325 2974 1
2325 2885 5
2326 2638 7
2326 2989 2
2326 2970 5
2327 2976 8
2327 2511 7
2327 2916 6
2328 2600 5
2328 2592 3
2328 2666 6
2329 2539 4
2329 2871 1
2329 2827 4
2330 2670 9
2330 2708 3
2330 2531 1
2331 2757 9
2331 2527 1
2331 2823 4
2332 2696 3
2332 2530 7
2332 2727 10
2333 2796 8
2333 2654 1
2333 2665 3
2334 2795 5
2334 2683 2
2334 2648 4
2335 2706 9
2335 2640 9
2335 2863 5
2336 2614 4
2336 2990 1
2336 2760 10
2337 2623 7
2337 2952 4
2337 2704 9
2338 2874 7
2338 2881 9
2338 2901 10
2339 2827 3
2339 2759 2
2339 2957 6
2340 2713 4
2340 2768 3
2340 2715 4
2341 2749 6
2341 2761 7
2341 2862 8
2342 2853 8
2342 2758 2
2342 2881 7
2343 2598 3
2343 2526 3
2343 2864 6
2344 2908 5
2344 2924 7
2344 2750 3
2345 2502 10
2345 2753 6
2345 2690 2
2346 2677 5
2346 2546 4
2346 2755 1
2347 2548 9
2347 2849 6
2347 2753 6
2348 2785 10
2348 2764 2
2348 2670 2
2349 2586 1
2349 2533 7
2349 2741 3
2350 2623 7
2350 2845 7
2350 2776 4
2351 2692 6
2351 2989 3
2351 2957 2
2352 2678 1
2352 2653 8
2352 2569 8
2353 2506 1
2353 2541 7
2353 2749 2
2354 2891 3
2354 2688 2
2354 2740 6
2355 2987 1
2355 2875 2
